# Tc Rp/Rs a/Rs F0 sigma
4.972991149336795924e-03 1.236070281946797730e-02 4.044523059241962315e+00 9.999984156545251857e-01 3.585514746982145775e-05
1.593077785107657740e-03 1.188690233416606588e-02 3.724860224080775772e+00 9.999936926701048501e-01 3.755296406377808366e-05
3.857611090552638677e-03 1.273248054165694934e-02 3.865312090176872495e+00 1.000016213228844153e+00 3.791657448204187395e-05
3.706457054703536647e-03 1.169247459191862827e-02 3.823993010934502834e+00 9.999850752342532845e-01 4.092555097928559168e-05
4.541689307559076960e-03 1.272639110462772671e-02 3.935491460027142896e+00 9.999950069206534620e-01 3.469473882806217631e-05
3.876341059445641279e-03 1.172537966249923881e-02 3.759326710987433984e+00 9.999865424724790897e-01 3.534881420829549944e-05
5.261981290379504073e-03 1.251732402721548662e-02 3.800400107449532605e+00 1.000009478180874822e+00 4.586388914361842371e-05
2.956888050814183988e-03 1.180243868787944628e-02 3.880299141631361692e+00 9.999914398551608130e-01 3.301185587139998288e-05
4.401397058809070062e-03 1.222203183251237106e-02 3.733539534560571749e+00 9.999999545382641797e-01 4.870567495375959915e-05
3.139562208643545405e-03 1.136495437348093544e-02 3.655602402464297462e+00 1.000002446065188177e+00 4.174942580058168634e-05
3.415054585074503435e-03 1.141011268545032153e-02 3.635180802016537704e+00 9.999973369407723078e-01 3.346812002482267356e-05
4.180732483461985227e-03 1.204986192250780130e-02 3.570839586559749090e+00 1.000006680355518318e+00 3.780398304072562132e-05
4.819378845441528447e-03 1.299198370596198540e-02 3.875127549912042113e+00 1.000007175999603870e+00 4.494883656291832782e-05
5.718755304011176321e-03 1.140925274783672651e-02 3.480991313894356676e+00 9.999947582867658724e-01 3.838774387301014946e-05
2.547341502091918231e-03 1.122188750768101685e-02 3.776887369448707510e+00 9.999978461918604955e-01 3.673001142432830298e-05
1.034886142055192748e-03 1.203532351534146276e-02 3.408873875649575336e+00 1.000008300246942206e+00 4.379582878319513854e-05
5.824181858665851419e-03 1.201930991798913148e-02 3.731398728399525133e+00 9.999966874849566256e-01 4.422565606324077282e-05
5.596679883341157402e-03 1.283988758361415475e-02 3.867200138052647507e+00 1.000003673342269028e+00 4.100724747361004743e-05
2.488549936842471277e-03 1.120140255652569104e-02 3.677341743570066157e+00 9.999966897633906227e-01 3.750565283479487743e-05
4.563912130389514987e-03 1.188456484890648007e-02 4.007438037685009391e+00 9.999969844908173089e-01 3.496832120013025597e-05
6.238330361668376067e-03 1.230503506169628065e-02 3.638763466501369948e+00 1.000013036423773816e+00 4.136406960701206138e-05
3.116435561290029077e-03 1.230184980661327282e-02 4.085441376653187184e+00 9.999992117091048849e-01 3.397025890277166653e-05
3.451130953329870077e-03 1.206094786087585219e-02 3.841924314706495647e+00 9.999867099724674135e-01 3.892158469278258234e-05
5.425669968223925665e-03 1.278913678789763211e-02 3.821824173907384825e+00 1.000009095108743473e+00 4.484032130255214131e-05
1.008376229996582607e-04 1.204596697408374245e-02 3.508307724574732944e+00 1.000011136659312072e+00 4.164575000750794098e-05
4.765518058686551983e-05 1.202181951850760967e-02 3.446813499554028937e+00 1.000007858011702222e+00 4.382933477911524038e-05
2.281499205663950480e-03 1.206018238601084917e-02 3.949604016052845612e+00 9.999925226202230899e-01 4.181693127268914617e-05
2.927684444925679474e-03 1.252653671617410744e-02 3.802176498476189437e+00 1.000015623901762352e+00 3.831681674779765975e-05
3.819252098574379972e-03 1.252669476836760533e-02 3.671271249059465447e+00 1.000010786085275383e+00 3.227735879158336729e-05
2.967027243514372414e-03 1.205989805806755716e-02 3.968223260174928768e+00 1.000004590789949743e+00 3.763164299146175030e-05
3.875374377162704720e-03 1.222371192896060804e-02 3.753081625179031988e+00 9.999897381804327967e-01 4.380054033088707615e-05
4.831727165773312682e-03 1.293045902737843117e-02 3.759483614661249362e+00 1.000003154697453489e+00 3.705614144611213932e-05
5.102360638776476387e-03 1.219750311128988372e-02 3.754204027242076691e+00 1.000006568369032012e+00 3.133035454880287352e-05
3.936640925749919362e-03 1.149877992837271268e-02 3.865623137614641713e+00 1.000001973325600924e+00 4.563836007179639359e-05
3.855693843048221825e-03 1.316074805441295320e-02 3.806866337218787866e+00 1.000008766780063896e+00 3.761437231414091871e-05
6.277747484645115894e-03 1.261889524206536752e-02 3.489638025567924906e+00 1.000007083745077852e+00 3.847177453523584564e-05
6.112146230903642286e-03 1.216497219135778685e-02 3.931329153711910607e+00 1.000002190283629355e+00 3.767261362800911051e-05
7.322408944810752940e-03 1.211352643353899236e-02 3.514330059805383044e+00 9.999969804238180160e-01 3.721700254867777368e-05
2.316488393854093664e-03 1.184275428309216477e-02 3.993362030744476154e+00 9.999932642072665301e-01 3.570491174207607939e-05
5.802038117894987856e-03 1.258791906041423561e-02 3.751430167889732825e+00 1.000001573864588211e+00 3.993536281202901246e-05
3.220249457848996244e-03 1.178553907065746365e-02 3.166774597869242314e+00 1.000009676731294705e+00 3.884175153395912501e-05
3.773789949769047747e-03 1.202581520488644334e-02 3.844144216813297099e+00 9.999866230669298695e-01 4.107126168531570351e-05
2.981026442241900554e-03 1.137894823982264769e-02 3.297113313549715485e+00 1.000000436423674310e+00 3.665701179431561727e-05
1.244215790558861334e-04 1.220035090403857707e-02 3.392179707110439146e+00 1.000011043234614982e+00 3.855097487626404028e-05
3.042947195621530099e-03 1.157076289933127444e-02 3.271896122752600444e+00 1.000009872560708946e+00 3.768984679338007658e-05
2.679084126509669039e-03 1.141912399742239098e-02 3.253645310686315462e+00 1.000007414648510284e+00 3.939379815675771434e-05
4.036867678626779310e-03 1.148409971740064171e-02 3.935194880142562468e+00 9.999908145044761332e-01 4.637197289540262744e-05
2.067796422797765765e-03 1.214373022463827341e-02 3.910147859375881385e+00 1.000001738456972378e+00 4.259121517804041740e-05
2.448964787744610516e-03 1.233407735062298782e-02 4.107767671174018531e+00 9.999989404663565118e-01 4.231793376416686066e-05
2.698316902377463633e-03 1.126027769534986185e-02 3.683040643569207795e+00 9.999971863163628072e-01 3.576156250078133778e-05
6.357305261041709676e-03 1.224275825055935046e-02 3.677459702280695630e+00 1.000010119875314185e+00 3.837123727727346112e-05
1.990681878312493269e-03 1.207313619844903145e-02 3.649910306606406696e+00 9.999943684168112190e-01 4.105895218469342311e-05
5.449541711556891987e-03 1.188707023977505009e-02 3.810503964899826013e+00 9.999927128616347138e-01 3.348413535317980896e-05
7.174324089664174675e-03 1.226263377633489762e-02 3.517539021911509245e+00 9.999985783345861634e-01 3.771245610765895298e-05
7.298175843399382079e-03 1.178514196375415185e-02 3.611335264484347274e+00 9.999941014649834647e-01 4.326342333280992379e-05
-8.781930545916291631e-04 1.178208499921429807e-02 3.452775783228730244e+00 9.999986581601898461e-01 4.022460578104290215e-05
2.783786370963554913e-03 1.194919516426742184e-02 4.078076792524948146e+00 9.999957559897256765e-01 3.468852495157837907e-05
6.089244960513766347e-03 1.144429007298070761e-02 3.448640302463541030e+00 1.000000747290869407e+00 4.223467091248253455e-05
6.104271538776517847e-03 1.204059396881001186e-02 3.579586616378326092e+00 1.000012383567455476e+00 3.466878060003482061e-05
2.588447022422619981e-03 1.191424160407204141e-02 3.640521287762568114e+00 9.999917074329169875e-01 3.856166718446358622e-05
4.983320569152537016e-03 1.142442837105912476e-02 3.720289527724796041e+00 9.999964406012236129e-01 3.439217190091683281e-05
2.644545651915922169e-03 1.202731515451595928e-02 3.864067248130103494e+00 9.999959188334186511e-01 3.300761548108064290e-05
3.683171814061837746e-03 1.172779440632952877e-02 3.613514815576924999e+00 1.000004400986476139e+00 4.207412891071693727e-05
5.080076654776652378e-03 1.203663454449876297e-02 3.716778248096356485e+00 1.000010379848202957e+00 3.964803701855669455e-05
4.922221783616120838e-03 1.242437235753812361e-02 4.051055281407688113e+00 9.999986134985242581e-01 3.712187291209492811e-05
5.214597611985692660e-03 1.237658258718150189e-02 3.989019919066636000e+00 1.000003805907204502e+00 3.791853722461763432e-05
1.397790564510038858e-03 1.207464099339084287e-02 3.677239413427177084e+00 9.999989642099742504e-01 3.804513375245285834e-05
2.623566382337336189e-03 1.138823034495342612e-02 3.782422913909875728e+00 9.999941299060512989e-01 4.446695769622284624e-05
3.315675169018275636e-03 1.134420869763772682e-02 3.264105000690389335e+00 1.000000165756125936e+00 3.842558674831567052e-05
2.629948213871607932e-03 1.189431539468843377e-02 3.236294528947697202e+00 1.000009624676299502e+00 3.526314896689765284e-05
5.193799807351739961e-03 1.273103770153960826e-02 3.877767079616046608e+00 1.000011994607536980e+00 3.378820583234754725e-05
4.219110002101185419e-03 1.283809299816964303e-02 3.945421721775749013e+00 1.000012651923605222e+00 4.408418123088819323e-05
5.838210594655050822e-03 1.158976788673261697e-02 3.600369753935140693e+00 1.000007537395067203e+00 3.842691476287529213e-05
4.405883862075229973e-03 1.150491465765905892e-02 3.732188279038546774e+00 9.999885790408546971e-01 3.435921072631436927e-05
5.425425378891672590e-04 1.194115003976985862e-02 3.475392784289539350e+00 1.000011439129646185e+00 3.884971967126510687e-05
3.159824654895122820e-03 1.209556162457701978e-02 3.732190555454983905e+00 9.999975938694998234e-01 4.687448574184441703e-05
4.877597078743793613e-03 1.216907790018206120e-02 4.052173262079648453e+00 1.000002523605660443e+00 3.854396380244691614e-05
2.861629748247343508e-03 1.198913510736687726e-02 3.627684946152546885e+00 1.000007346807757269e+00 3.243347619990458815e-05
5.164002656720921569e-03 1.180781147521003244e-02 3.718922648570019529e+00 9.999929064479732288e-01 3.544336641233532075e-05
2.586958227483053541e-03 1.197122498650439286e-02 3.606868349802914153e+00 9.999929386698749312e-01 4.032220215787912538e-05
4.584908307235617542e-03 1.175468529252564169e-02 3.418500529550448253e+00 9.999997918002940800e-01 3.559374013790314427e-05
3.492928696374006381e-03 1.298980598529380498e-02 3.760096330709677304e+00 1.000002474923795015e+00 3.936967515364552396e-05
2.696139052850377027e-03 1.152443150979809428e-02 3.253030448760637405e+00 9.999988100196928187e-01 3.912634792234480856e-05
1.376228101179814700e-03 1.186736579790331064e-02 3.665063689928700796e+00 1.000003980051168861e+00 3.922660457803756940e-05
4.305164131941222050e-03 1.141618740050598206e-02 3.798935214378795333e+00 9.999931139396677215e-01 3.120538031075522918e-05
4.305164131941222050e-03 1.141618740050598206e-02 3.798935214378795333e+00 9.999931139396677215e-01 3.120538031075522918e-05
4.487258207466864046e-03 1.173696814912592902e-02 3.771087555134478464e+00 9.999882106279672778e-01 4.500640671025858637e-05
3.135010059513103353e-03 1.200807443428403981e-02 3.641402185889394794e+00 9.999922521411449550e-01 4.132602345545458949e-05
4.240209990109176930e-03 1.136556346101686224e-02 3.779510477631450982e+00 1.000003456334741081e+00 3.538498686325437619e-05
6.899432229283956886e-03 1.138187432229501375e-02 3.586460067106878036e+00 1.000002352441875519e+00 4.205099573988115241e-05
1.918668666228369457e-03 1.153657936820308254e-02 3.267543578422970718e+00 1.000006031576260002e+00 3.902968306798289505e-05
6.146693221432672494e-03 1.229206209347147999e-02 3.671027683994238178e+00 9.999991965982218955e-01 3.904510618712841573e-05
-9.237824983003989354e-04 1.184349847657112376e-02 3.418391163261767396e+00 1.000005704162812536e+00 4.069938910332182623e-05
6.798054742452770693e-03 1.143996179367420818e-02 3.624351339186271392e+00 1.000003989329067533e+00 3.604651980382017216e-05
5.490420073828751468e-03 1.227624462954723071e-02 3.883788362741920075e+00 1.000008330057702288e+00 3.889251472135982663e-05
4.801828807342679861e-03 1.195630190754182198e-02 3.787219646840342513e+00 1.000001713517494562e+00 4.838882596446437024e-05
7.303345550805487307e-03 1.150773974763525005e-02 3.668255578632484415e+00 1.000001558020618520e+00 3.960916460764171237e-05
4.128124455081226551e-03 1.214871328178649020e-02 4.010976724355721501e+00 9.999904757876439954e-01 4.004655569366471048e-05
3.758178314296069245e-03 1.317881851078137739e-02 3.895554251363578135e+00 1.000007569654138839e+00 4.081297568995440262e-05
6.164984803065945429e-03 1.190204714563439931e-02 3.559668509552385451e+00 9.999980502559084883e-01 3.173382959952522782e-05
5.665916792152711490e-03 1.183711720458101128e-02 3.722924351300128887e+00 1.000000533347359610e+00 3.310237943392170345e-05
4.425897794775673910e-03 1.228504063698859609e-02 3.695812750417140968e+00 1.000012835941567424e+00 3.457551286101288797e-05
5.680111041253196880e-03 1.207022324611090915e-02 3.891458777884917453e+00 9.999987114893270634e-01 4.278452799123034941e-05
4.758641695306667363e-03 1.113456782725421972e-02 3.789026770978459080e+00 9.999879877263119221e-01 3.983334782696737930e-05
2.918543049507310583e-03 1.159739133678833189e-02 3.841708788830784371e+00 1.000005359624975165e+00 4.366173376478807352e-05
6.756127596719931072e-03 1.192484447639164530e-02 3.434498409321651735e+00 1.000004604153610810e+00 3.511217432802399296e-05
1.998092875433385429e-03 1.185939274037772599e-02 3.203916078751591456e+00 1.000003191989755846e+00 3.978559861365255654e-05
3.259776002555898888e-03 1.158866283342105744e-02 3.700631022674574666e+00 1.000001979659762119e+00 4.512326287297364788e-05
4.510476067860536009e-03 1.264942669553164450e-02 3.850011796995795876e+00 9.999937303236882125e-01 3.724224522809009292e-05
4.259845819968161029e-03 1.104366387862432304e-02 3.863909353243258238e+00 9.999919325395623115e-01 3.847441710442713313e-05
4.066839314979163456e-03 1.106308060675322349e-02 3.744578263207947622e+00 9.999976816209894537e-01 4.005392339309490153e-05
2.825610087050588193e-03 1.222765635325202827e-02 3.794821481918338790e+00 9.999997758375445134e-01 3.001068269068581142e-05
3.149805125587885890e-03 1.233413799540949984e-02 4.029531644014318736e+00 9.999994402384138059e-01 4.314591329767063238e-05
5.639580749258452097e-03 1.193765843100377637e-02 3.379045850338994406e+00 1.000003729300970479e+00 4.170896008107944438e-05
5.274854483142632500e-03 1.189656556037989484e-02 3.381843439813822183e+00 1.000006651451721629e+00 4.226889995615982891e-05
2.480936506265227215e-03 1.207110111475101152e-02 3.918585007343184934e+00 9.999996280981198193e-01 3.386554675043031219e-05
4.340762154044393306e-03 1.221625087176101722e-02 3.456578166819740616e+00 1.000011620739263973e+00 3.941272824142617518e-05
3.769445736780931144e-03 1.221422733610919888e-02 3.884730916517910693e+00 1.000006849149559951e+00 2.869247625435581290e-05
5.141961672182567000e-03 1.179969400084312017e-02 3.614596263590770242e+00 9.999940363572643598e-01 4.057980811504241151e-05
3.470254522874902103e-03 1.240657057019329754e-02 4.055182166769240482e+00 1.000000914127996632e+00 4.233640013696840911e-05
3.176061234154210766e-03 1.256796778345433720e-02 3.890856539103629608e+00 9.999932102402242506e-01 4.025194875103552317e-05
3.683711827660689220e-03 1.257100661044874279e-02 3.999157589531496804e+00 1.000000701452622875e+00 3.977236040072475788e-05
4.455296788855082901e-03 1.123186139024966168e-02 3.913345653373015764e+00 9.999870735628765273e-01 3.924025651424008280e-05
4.821379915879372979e-03 1.253319385614045690e-02 4.017068947605363149e+00 1.000000942285481198e+00 3.898801137126036516e-05
2.937970247964973025e-03 1.266158437873847464e-02 3.611641050262849539e+00 1.000010982765608292e+00 3.709062157401889133e-05
4.842042109734184807e-03 1.253639149576248925e-02 3.711920956312647402e+00 1.000011388633373688e+00 4.131162488317017645e-05
1.847121671030592382e-03 1.188717306525948619e-02 3.206445910075365724e+00 1.000010719732203457e+00 4.063933122450828544e-05
2.607719408083922219e-03 1.201077883525287354e-02 3.242531913732659810e+00 1.000006790335689510e+00 3.590562849981029703e-05
1.993205792151710176e-03 1.184358113849045060e-02 3.959801385640610683e+00 1.000001092207091213e+00 4.133435254393230088e-05
4.833596092512014442e-03 1.198279600835785302e-02 3.923278382477513038e+00 9.999901229360587118e-01 4.526934010214156163e-05
2.496241529460992148e-03 1.200688057728290653e-02 3.730447717344909986e+00 1.000002915756616151e+00 3.059569674968497347e-05
6.018602672361310357e-03 1.146263733360417675e-02 3.439284983632559189e+00 1.000003102718109105e+00 3.927601086280463506e-05
5.324444145804949069e-03 1.158624303358204641e-02 3.577634019153361322e+00 9.999951976950568477e-01 4.132468652438421575e-05
5.880497880983534542e-03 1.199739560588455184e-02 3.591422506365237854e+00 1.000012460192822195e+00 3.942910217755523999e-05
3.579221811179852941e-03 1.158052054515182512e-02 3.902968637789222761e+00 9.999872747746467727e-01 3.459314280344993837e-05
5.264381096189249543e-03 1.209689272179783129e-02 3.615206795350287994e+00 1.000007338782407773e+00 3.428271529611263252e-05
5.580851292086130844e-03 1.183028406542876478e-02 3.727242128814579836e+00 1.000001090290433048e+00 3.308054822249784289e-05
4.742157895738827178e-03 1.221712807774922964e-02 3.868784649043635060e+00 9.999969883074159016e-01 2.901016218261833989e-05
5.849100457232261907e-03 1.204439714674235967e-02 3.527868081658281696e+00 1.000010400622590501e+00 3.274357859906234689e-05
2.423612656362948703e-03 1.166379903217519727e-02 3.613654849089941390e+00 9.999922581931286469e-01 4.033220359082940912e-05
4.351494842761281789e-03 1.282652936661228538e-02 3.830943564846950089e+00 9.999988662930021643e-01 3.437525454795970501e-05
3.625307985282544276e-03 1.227440064175986875e-02 3.803483959844668139e+00 9.999894023953579403e-01 3.722746183752787783e-05
2.171910245312116960e-03 1.203384376622948157e-02 3.941459855179281213e+00 9.999972673115110622e-01 3.404304091935704036e-05
2.171910245312116960e-03 1.203384376622948157e-02 3.941459855179281213e+00 9.999972673115110622e-01 3.404304091935704036e-05
1.010336464523468869e-04 1.190591855797536007e-02 3.559137949577261040e+00 1.000003039300360053e+00 3.819393771972398496e-05
4.992122170569240902e-03 1.212091292777263928e-02 3.675199346503990938e+00 1.000005513860051876e+00 3.266507316740850598e-05
4.470778313977748220e-03 1.210635100691461602e-02 3.460950559077277333e+00 1.000010996744316705e+00 3.677136564793958358e-05
5.079481538179886346e-03 1.202052163443224735e-02 3.425226904878281964e+00 1.000010008427304253e+00 3.740342860403471061e-05
5.587699179856069065e-03 1.180371172037235350e-02 3.888752176965131646e+00 9.999980741160657827e-01 4.212971154270214177e-05
3.177643812819173907e-03 1.310666494543708330e-02 3.808391040834569807e+00 1.000011309678127125e+00 4.182305866681586048e-05
1.747874151775283269e-03 1.173938593543609292e-02 3.667473233873421279e+00 1.000005380122037213e+00 4.191683943723753823e-05
4.602253235258028929e-03 1.172375845921480586e-02 3.917028812703743146e+00 9.999865192007716397e-01 4.269642103344602169e-05
3.618577028770976478e-03 1.305846571223185509e-02 3.744418098849860321e+00 1.000008273880930387e+00 3.778725874591998328e-05
4.936892774234633019e-03 1.144010204738247702e-02 3.893354403232032634e+00 1.000003339329476271e+00 3.929808805706245096e-05
4.936892774234633019e-03 1.144010204738247702e-02 3.893354403232032634e+00 1.000003339329476271e+00 3.929808805706245096e-05
5.543656473426514242e-03 1.150169490518539867e-02 3.808156966955740685e+00 9.999956642125072959e-01 3.459476741652504260e-05
7.067979805231910939e-03 1.138197807584120230e-02 3.576386355097439740e+00 1.000002263409185410e+00 4.049486640034729462e-05
-8.822881043014929592e-07 1.161408073999055726e-02 3.353726426463358390e+00 9.999996154284920280e-01 3.749214013015368251e-05
4.286689375605647057e-03 1.290399310927549045e-02 3.838025031776922003e+00 1.000002301652275216e+00 3.318955829941405456e-05
2.728567159387268459e-03 1.203101734416558988e-02 3.848445505694361835e+00 1.000005139975643331e+00 4.532350867624501228e-05
6.487044072591680033e-03 1.207332575443349591e-02 3.728260555427349132e+00 1.000001925444875095e+00 3.613308623153461610e-05
5.841874721900695844e-03 1.193068290224745705e-02 3.477694576071588273e+00 9.999984763180668201e-01 4.226111882502557799e-05
5.828768521988332563e-03 1.176972520580515762e-02 3.407584534757106542e+00 9.999993875184081116e-01 4.053263938984752267e-05
5.909954463040198447e-03 1.171708418793991624e-02 3.743161348152315604e+00 1.000002121711825120e+00 4.231772692966227252e-05
2.888779202859591277e-03 1.219877364662144345e-02 3.758729267113471550e+00 1.000007346309920608e+00 3.070598249780689200e-05
5.452454323070503317e-03 1.178885331571071123e-02 3.788641015549711000e+00 1.000003424496591187e+00 4.411965245474746520e-05
4.418472885327651145e-03 1.253346220593375485e-02 3.878688572381139288e+00 1.000010658732768176e+00 3.057114283405389966e-05
7.746466980368515998e-03 1.181938988548186104e-02 3.629964901937483557e+00 1.000001076939703415e+00 3.659875572803908514e-05
3.160509445191909961e-03 1.130573110682679683e-02 3.886509901385344357e+00 9.999905628592914431e-01 3.592983578102794401e-05
4.837569502298147417e-03 1.303130389636561123e-02 3.862215977364188646e+00 1.000005094662855143e+00 4.279362383166507191e-05
5.413352544814287182e-03 1.294175946648345316e-02 3.846758138412623929e+00 1.000009535055491172e+00 4.306993098822165845e-05
3.193140646910452851e-03 1.253998360787379057e-02 3.857621001878438705e+00 1.000007736219544086e+00 2.920586366455330869e-05
5.314558158775205265e-03 1.163751489312171011e-02 3.832584399800267327e+00 9.999987548987914199e-01 4.670296692841599166e-05
3.185998970856362966e-03 1.182650944485707373e-02 3.288220140544543924e+00 1.000005188603092288e+00 3.589765743511117823e-05
3.092510445930160556e-03 1.277106713573541649e-02 3.782596326843367329e+00 1.000003482829415757e+00 4.432183805605816886e-05
5.094910794805694587e-03 1.245578236675214112e-02 3.634350900853726696e+00 1.000002839388118847e+00 4.200738042787737766e-05
5.094910794805694587e-03 1.245578236675214112e-02 3.634350900853726696e+00 1.000002839388118847e+00 4.200738042787737766e-05
3.386392797894634266e-03 1.252896269147841038e-02 4.071586694484143010e+00 1.000000758350417795e+00 3.982263929718329903e-05
4.708891484544640293e-03 1.180288816201114852e-02 3.836562230564858123e+00 9.999871433585323377e-01 4.278928311806710997e-05
4.708891484544640293e-03 1.180288816201114852e-02 3.836562230564858123e+00 9.999871433585323377e-01 4.278928311806710997e-05
7.225500635684611872e-03 1.229383167161348864e-02 3.633996106119197655e+00 1.000005292768135989e+00 4.464082565790139615e-05
4.774423695559672221e-03 1.232508593614813942e-02 3.748210106457773083e+00 9.999931434494127025e-01 4.067210783005968661e-05
2.743295661677906672e-03 1.184274836440693535e-02 3.606983451854514744e+00 1.000009315619113659e+00 3.776193515733476821e-05
1.028741751635926793e-03 1.169250671963087233e-02 3.435716923127107414e+00 1.000009115422420436e+00 3.898160567830022329e-05
5.233459117184327547e-03 1.278774381528770959e-02 3.775093556963737829e+00 1.000004954212251995e+00 3.893305169559290336e-05
3.630138697137151593e-03 1.216706573561078010e-02 3.789183908130147493e+00 1.000011916557591363e+00 4.390328109576807761e-05
5.217846027493311389e-03 1.184558944195518437e-02 3.743632322898240439e+00 9.999941377901279127e-01 4.363281213310840829e-05
7.445790115127796926e-03 1.159187298673778829e-02 3.624176087118665013e+00 9.999937850781039916e-01 4.077932731529528021e-05
2.582758894725867282e-03 1.222764395499920977e-02 3.833026171587720299e+00 9.999955129960993450e-01 3.506150432368033959e-05
5.180868367526805796e-03 1.182216393846264452e-02 3.450523668410987455e+00 1.000006498051989157e+00 3.485545216924471870e-05
7.278979013299657908e-03 1.220295628852553077e-02 3.484487108780697895e+00 1.000010719126475545e+00 3.863727092237465239e-05
4.175839416744597798e-03 1.123719774203367147e-02 3.797523841764929742e+00 1.000000863204309143e+00 3.996439620032964357e-05
5.546778989906298030e-03 1.261983850473339178e-02 3.867928454225999957e+00 1.000005931139959614e+00 4.362155755883703252e-05
4.917560455652454643e-03 1.192906774305427936e-02 3.396594668610583234e+00 1.000001141886969647e+00 3.773655459054894629e-05
5.699180104323096907e-03 1.172347574215480866e-02 3.865026508488602630e+00 9.999951728120023420e-01 4.133354656616668724e-05
2.283877793575132820e-03 1.205430504862347804e-02 3.626020483640182590e+00 1.000010329751533922e+00 4.010803296871973036e-05
4.979103773843182590e-03 1.179210980465737746e-02 3.668867862810725633e+00 1.000003495082169458e+00 3.354571218132130643e-05
7.137990295542906427e-03 1.180678251517251753e-02 3.540011842336164616e+00 9.999985575120181602e-01 4.438723510035585702e-05
6.434341602647233871e-04 1.205726844472948707e-02 3.514224303435264041e+00 1.000006552825912998e+00 3.853832898317717618e-05
5.988373794860973875e-03 1.187508459210533801e-02 3.382053584039898642e+00 1.000004457384038092e+00 3.889654525872636871e-05
2.683520068261273372e-03 1.245397514646155203e-02 3.860797498474433986e+00 1.000010006908531590e+00 3.858246979121582115e-05
6.082228868842298741e-03 1.228548621599698416e-02 3.715862376744791362e+00 1.000007391531571699e+00 3.951315914106828320e-05
3.083487391178058035e-03 1.232532071185421171e-02 4.108054633717366677e+00 9.999979258253320902e-01 3.600763540867796042e-05
3.981194179772482022e-03 1.224763819905358778e-02 3.794293826833304628e+00 1.000004199453839782e+00 2.811294111941730221e-05
2.118042882485821066e-03 1.218235106642030427e-02 3.948483971603010900e+00 9.999998530082381265e-01 3.419072190916133864e-05
2.752972691448668519e-03 1.180415185507966910e-02 3.695298538646832220e+00 1.000008021327753127e+00 4.118704516898024758e-05
4.600156841685493214e-03 1.114001391012905094e-02 3.814829380012250581e+00 9.999913055421919550e-01 4.222849273887911383e-05
2.489058017140888257e-03 1.233710312396883724e-02 4.081352098299025677e+00 9.999994110769152567e-01 3.541720617484366013e-05
6.396553532833318401e-03 1.221560498042157175e-02 3.676879520946752411e+00 1.000008764367371183e+00 4.057642593459384150e-05
6.396553532833318401e-03 1.221560498042157175e-02 3.676879520946752411e+00 1.000008764367371183e+00 4.057642593459384150e-05
6.923786543157554874e-03 1.254886089863186706e-02 3.629554512131838884e+00 1.000012024792901411e+00 3.674264920758511918e-05
4.641755026389929317e-03 1.228171430041986867e-02 3.866134543585767247e+00 1.000008216642176651e+00 4.633756057366345042e-05
5.195855944204241794e-03 1.199614057254895332e-02 3.789152051198819038e+00 9.999955701933712637e-01 4.583573784029101238e-05
3.664963414489054438e-03 1.150881475392413061e-02 3.749829899809444811e+00 1.000004160543629173e+00 3.283782830750536650e-05
4.637726859081738040e-03 1.229305854220913083e-02 3.469500826886461553e+00 1.000008042572691824e+00 3.589743268955250760e-05
6.265308093984234272e-03 1.220946283888769794e-02 3.603771062228227073e+00 9.999989953755530347e-01 3.305659236346619755e-05
3.724191172875444822e-03 1.214723833046279719e-02 3.941667249391351824e+00 1.000010162061178765e+00 3.496056231362218328e-05
3.036687798378935599e-03 1.213087232029563811e-02 3.836807311106915197e+00 1.000002018925730818e+00 2.767725074299019628e-05
3.036687798378935599e-03 1.213087232029563811e-02 3.836807311106915197e+00 1.000002018925730818e+00 2.767725074299019628e-05
2.525481771056950486e-03 1.190724513071656811e-02 3.203697714039334343e+00 1.000008074406099734e+00 3.991882987822325575e-05
3.076557842973101642e-03 1.144368296963798465e-02 3.607125417534021050e+00 9.999965380232391787e-01 3.490892466692766704e-05
3.686655397520326172e-03 1.217344954797628179e-02 3.912018754078297356e+00 1.000011628097181804e+00 3.433324316792719846e-05
3.705681838978860942e-03 1.137283583259030353e-02 3.960310815901322279e+00 9.999926971159486255e-01 3.779858218021474173e-05
6.864240458445663995e-03 1.213318625427320732e-02 3.534507363928331536e+00 9.999977377348165941e-01 4.214434637687592051e-05
5.548906217259244600e-03 1.232261487223878030e-02 3.696642598434030980e+00 1.000004031222555545e+00 4.284002250692976765e-05
5.548906217259244600e-03 1.232261487223878030e-02 3.696642598434030980e+00 1.000004031222555545e+00 4.284002250692976765e-05
4.672393389516228679e-03 1.285881938248192857e-02 3.767549774999607859e+00 1.000014466010265890e+00 3.618552582157992851e-05
4.672393389516228679e-03 1.285881938248192857e-02 3.767549774999607859e+00 1.000014466010265890e+00 3.618552582157992851e-05
3.784267448117502319e-03 1.114924558257072290e-02 3.727550815841446763e+00 9.999921666601475634e-01 3.642515988366468209e-05
3.784267448117502319e-03 1.114924558257072290e-02 3.727550815841446763e+00 9.999921666601475634e-01 3.642515988366468209e-05
4.445264111033943311e-03 1.176365327683366602e-02 3.970880425928253743e+00 1.000005787580637184e+00 4.015774292374265481e-05
7.540834357951296807e-03 1.173301036135070141e-02 3.579467820386178722e+00 9.999988711189311541e-01 3.421358811302950055e-05
