# Tc Rp/Rs a/Rs F0 sigma
4.210070907296664666e-03 1.169164637149342108e-02 3.761182802814238002e+00 1.000002976065106131e+00 3.826532033063160203e-05
3.918484421408921503e-03 1.214294943233443572e-02 3.720916561248847731e+00 1.000005946345121854e+00 4.198921279637098569e-05
4.448191589719222017e-03 1.263672283119209733e-02 3.920359157997213018e+00 1.000008680023921626e+00 3.719658520888796189e-05
3.979218805941653336e-03 1.178680608406716505e-02 3.732633571505643122e+00 1.000005070897920456e+00 3.962496237467466023e-05
4.018102744996539244e-03 1.222216799971172219e-02 3.795101533492249768e+00 9.999945935706409106e-01 3.571622037629917430e-05
4.077016354346103821e-03 1.224978378404520916e-02 3.827161271009187349e+00 9.999987446910668654e-01 4.298544536081525262e-05
3.899533817795904078e-03 1.200375058808905715e-02 3.845590697829009752e+00 1.000006526995172340e+00 3.920844427024424491e-05
3.415469300326774704e-03 1.157441899459810998e-02 3.855617306847248571e+00 9.999944761105818980e-01 3.532291355810906276e-05
2.931404577708567050e-03 1.180114234217696269e-02 3.826478954125014376e+00 9.999931575508386183e-01 3.951914401328838111e-05
3.768648275586046481e-03 1.205843160277243233e-02 3.931643172930120667e+00 9.999996330313204451e-01 3.192429737293546113e-05
4.144800514240980227e-03 1.217906664084100928e-02 3.770524491403524525e+00 9.999951334305444695e-01 3.464875637353683277e-05
4.343892503590532361e-03 1.189394429801781360e-02 3.798790235098106649e+00 9.999951635655108806e-01 4.210563458467478349e-05
4.271521334235001133e-03 1.164380242422626867e-02 3.774655546494361857e+00 9.999924796174072261e-01 3.769671100210184570e-05
4.275557448442317277e-03 1.265948298578439303e-02 3.836206034360041706e+00 1.000002334206117505e+00 3.970062468383031475e-05
3.914151972392185264e-03 1.222600439537659123e-02 3.789425637710372996e+00 9.999947235066104501e-01 3.988200860322746000e-05
3.856613600007080533e-03 1.167103317251697372e-02 3.804050482084980089e+00 9.999974135485230065e-01 3.324165425283051687e-05
4.305550190111445685e-03 1.189574235274607795e-02 3.714763273921431797e+00 1.000005943714228573e+00 3.523671158885384669e-05
3.902215499128336429e-03 1.187999986214963687e-02 3.847503583126833160e+00 1.000005398002505430e+00 3.678347633861672023e-05
4.710219431440974824e-03 1.153652651042515187e-02 3.805071857622209563e+00 9.999965210599977006e-01 3.865176642230526579e-05
3.560180117601757788e-03 1.272711993313890497e-02 3.845369960735179671e+00 1.000003289254823180e+00 3.624545844937242771e-05
4.929852030013157083e-03 1.200558004895548037e-02 3.849117908457250437e+00 1.000005188646169385e+00 3.441862654017191844e-05
3.885645095443396313e-03 1.260780205030873416e-02 3.940511474993432017e+00 1.000000249137890984e+00 3.484793713149179223e-05
3.697467969475662364e-03 1.214224690144490373e-02 3.947086348470879358e+00 1.000003233986723750e+00 3.600355566791323337e-05
3.666455650230535102e-03 1.251272594591829740e-02 3.841989882247620169e+00 1.000007166208669362e+00 4.110179596388820970e-05
4.047592765748175836e-03 1.153585997667817310e-02 3.765709700160800200e+00 9.999967566189483792e-01 3.980637556979510342e-05
4.524750879182713736e-03 1.269233732312402725e-02 3.837885656530461542e+00 1.000002916269371322e+00 3.814962412777623852e-05
3.860037789544322473e-03 1.178190944822212274e-02 3.691843089456838811e+00 9.999992859425717029e-01 3.667176365916273591e-05
4.146792895741290008e-03 1.180012556157459570e-02 3.789626044652126602e+00 9.999925490128244165e-01 3.586187971887539751e-05
2.899865067827689380e-03 1.239649027025790419e-02 3.818466072376327958e+00 1.000000943450501500e+00 3.337714665406950603e-05
3.729576762603985240e-03 1.176798110083291521e-02 3.861920829297031510e+00 9.999974898724309780e-01 4.225021136998254891e-05
4.109333581558752280e-03 1.244295743000937461e-02 3.988942676344368721e+00 9.999991220756723198e-01 3.735301401756248069e-05
4.323863605791004872e-03 1.176806168504141055e-02 3.951296642491145761e+00 9.999981932458297251e-01 3.368306527094639909e-05
4.046451627851596622e-03 1.256260037447036459e-02 3.910065001204031887e+00 1.000004934506210974e+00 3.267534115236913922e-05
4.809187018207393416e-03 1.228321230157176057e-02 3.914989142726666760e+00 9.999951799844930544e-01 3.730575135385988281e-05
4.186708945514434899e-03 1.223401037589898384e-02 3.923734055325756032e+00 1.000005760160064039e+00 4.142768148270400990e-05
2.915161402528565482e-03 1.223911298167525141e-02 3.794550580883776725e+00 9.999995829818111304e-01 3.594044933626320285e-05
3.245110459424438432e-03 1.224254328295364819e-02 3.834205332565828961e+00 1.000007778143443549e+00 4.084190813652588983e-05
3.330677809480903084e-03 1.208354742729625918e-02 3.827613792363653289e+00 1.000004102932402494e+00 4.264533216719605435e-05
4.410338615045694688e-03 1.230184185879899111e-02 3.895622330022063373e+00 1.000006490041273954e+00 4.113695852334810319e-05
3.469439384034059271e-03 1.172178857525050730e-02 3.784074468988568363e+00 1.000003974851905175e+00 3.554633978526897391e-05
4.086736741311616794e-03 1.257982824614911968e-02 3.864528587019069761e+00 1.000000396428113003e+00 4.056868773301334873e-05
4.150400040111787425e-03 1.252313497315485705e-02 3.863399703629696091e+00 9.999977857105525336e-01 3.822386509424935874e-05
3.720750419841253875e-03 1.160056020290499423e-02 3.765039734848866448e+00 1.000001509942215483e+00 3.543369004779713940e-05
5.444770011836609636e-03 1.220700976403293718e-02 3.844442601601028908e+00 1.000005969683356533e+00 3.761213646154647460e-05
3.358979308734362512e-03 1.270683327592407250e-02 3.875031029475739963e+00 1.000007412009032537e+00 3.705489139840483203e-05
4.349431687891786025e-03 1.258098248148158994e-02 3.796828598572667968e+00 1.000008563629606773e+00 3.640618007161877272e-05
4.654898567056024727e-03 1.177006565017783835e-02 3.811974365935896003e+00 1.000001754362429995e+00 4.049551847632918257e-05
3.911180429953357851e-03 1.249790454208013837e-02 3.783675017377711391e+00 1.000007574269496935e+00 3.374504192962556645e-05
4.817349293978520630e-03 1.242574583230326990e-02 3.786092769921442169e+00 1.000000999947124214e+00 3.315321580161228337e-05
3.324236616915776654e-03 1.151112302278602985e-02 3.802329077303252536e+00 9.999938489558700683e-01 3.815843259836176470e-05
4.166602105412746393e-03 1.237758649008837038e-02 3.941315946118283620e+00 1.000008498796902234e+00 3.767772496992953941e-05
4.534502074901088087e-03 1.221993533605602276e-02 3.822147743701998834e+00 1.000008246142789270e+00 3.754614312874805305e-05
3.342133311141200214e-03 1.200976140794241843e-02 3.718207837264887239e+00 1.000000337175118714e+00 3.624999332082341991e-05
3.342133311141200214e-03 1.200976140794241843e-02 3.718207837264887239e+00 1.000000337175118714e+00 3.624999332082341991e-05
4.205618654983846183e-03 1.260163120046870790e-02 3.862533921380993718e+00 1.000008310329159267e+00 3.529637425069829154e-05
5.179295892302267224e-03 1.264117865049569148e-02 3.841640352264603209e+00 1.000003068173169973e+00 3.550615554184328928e-05
3.872332497398371653e-03 1.193902709096373964e-02 3.742938514138854256e+00 9.999977243887441247e-01 3.173526656534004625e-05
3.972661578321226572e-03 1.216930437714698263e-02 3.895094952959425427e+00 9.999979007714890900e-01 4.288542700891007672e-05
3.171768114218889711e-03 1.213270510103850279e-02 3.887371994554059462e+00 1.000000958437735843e+00 3.404683914089479710e-05
4.343658737623309896e-03 1.246585602581419538e-02 3.827963523470570895e+00 9.999978146367206611e-01 3.594283202123756056e-05
4.671646533435838688e-03 1.238359940126426348e-02 3.872835404638700130e+00 1.000008543945739126e+00 3.638483029623340836e-05
4.671646533435838688e-03 1.238359940126426348e-02 3.872835404638700130e+00 1.000008543945739126e+00 3.638483029623340836e-05
4.439399554153886096e-03 1.242971689983243117e-02 3.872642301167421142e+00 1.000005927174929310e+00 4.147927422449991286e-05
4.391924281836684374e-03 1.248084433444082708e-02 3.745516210234859589e+00 1.000000532608693149e+00 4.066030314385835038e-05
4.450459925191586896e-03 1.210699154540409092e-02 3.885355661604688038e+00 9.999989272584842714e-01 4.291289643941286576e-05
3.367151482755292857e-03 1.250632915751502539e-02 3.832858641063373817e+00 1.000007172019603541e+00 3.304292578471659450e-05
2.926198565740827096e-03 1.191439112995146959e-02 3.799946667649475529e+00 1.000003179645232443e+00 3.883014026684720874e-05
3.884691572949419691e-03 1.174694476757172194e-02 3.922555797323202142e+00 1.000000907028907982e+00 3.469973740569012014e-05
2.798125312666405184e-03 1.176821827492768695e-02 3.840243244663215982e+00 9.999971796162360205e-01 3.664130438757200230e-05
4.554431163370703528e-03 1.169370788970418296e-02 3.763396285238736816e+00 9.999966310866167385e-01 3.367766816039774040e-05
4.082651539519789596e-03 1.242644989975577770e-02 3.719614423493950994e+00 1.000004743542443064e+00 4.246130165076254077e-05
4.443750255222041201e-03 1.260348582772813017e-02 3.912778112647126605e+00 9.999992228958310969e-01 3.748487436403697277e-05
4.400208136188674124e-03 1.255151871201090966e-02 3.756727525524544475e+00 1.000001603340822331e+00 4.034950162220052642e-05
4.904596293811465391e-03 1.215608475158419348e-02 3.883159836621624894e+00 1.000006826446723673e+00 3.654959498657376835e-05
4.764790597899998259e-03 1.174589635921220905e-02 3.828621263212393266e+00 9.999928031536520212e-01 3.796620226047286474e-05
4.356542338002172832e-03 1.212099823506346957e-02 3.954810022733251884e+00 1.000002150409291968e+00 4.204663836787287577e-05
4.028208838844429818e-03 1.197416826459729057e-02 3.849947710924181532e+00 9.999936242532851960e-01 3.458200539228635761e-05
4.408175948014250722e-03 1.216706259802862074e-02 3.790655071958886513e+00 9.999942982643337253e-01 3.858535996712457997e-05
4.502058597501100434e-03 1.235239747539277830e-02 3.789356526568629757e+00 9.999992277219694747e-01 4.170471172705379732e-05
3.232161627423568717e-03 1.154706294996958593e-02 3.816506019169064068e+00 9.999994806600472907e-01 3.614828201051007112e-05
4.111348323384722558e-03 1.199205489119724993e-02 3.959758471293086668e+00 9.999970150074304343e-01 4.219376101956633481e-05
4.332536319484901755e-03 1.234967902524881228e-02 3.952629861122999966e+00 1.000005498660633485e+00 4.116577787139964084e-05
4.065468783428512201e-03 1.159336467669955240e-02 3.716480126289385844e+00 9.999944895179907478e-01 3.598463663561937101e-05
5.045174001056383639e-03 1.233517750718829756e-02 3.807441247178847465e+00 1.000008138591651496e+00 3.904528562213813338e-05
4.356957783583470523e-03 1.165617422991820085e-02 3.893041041193765039e+00 9.999973137317671457e-01 4.022120923944683417e-05
3.871947647752518873e-03 1.213110642687423996e-02 3.718959519225983890e+00 9.999962260417586402e-01 3.902579209551108251e-05
4.070403132596565887e-03 1.194341892433352370e-02 3.966924106448388887e+00 1.000000274834025316e+00 4.112952947555995921e-05
4.070403132596565887e-03 1.194341892433352370e-02 3.966924106448388887e+00 1.000000274834025316e+00 4.112952947555995921e-05
3.960767176216323238e-03 1.169363651503190285e-02 3.827945654318056334e+00 9.999924569325755463e-01 3.789905463686405449e-05
4.273469917357324011e-03 1.210370873662282298e-02 3.930170391357972193e+00 1.000006524395699925e+00 3.612494638675044901e-05
3.350101948880072900e-03 1.223867465716213174e-02 3.912458286521564688e+00 9.999991730420955127e-01 3.896952462868043612e-05
3.947979403855980673e-03 1.225321059685355839e-02 3.740701551195404484e+00 1.000004281965518382e+00 3.118350035464244644e-05
4.374249776228786302e-03 1.252152173312717429e-02 3.774195166976452853e+00 1.000007703226570621e+00 3.467548839525401059e-05
4.814420475066895355e-03 1.188093364630651849e-02 3.838931511013717213e+00 9.999956654335299122e-01 4.155892652955301542e-05
4.875735954494184177e-03 1.176912457928956657e-02 3.778319592906241642e+00 9.999979473576386946e-01 4.062205844488053210e-05
3.565354569798506734e-03 1.218839214410363109e-02 3.852472489126343103e+00 1.000003415894539005e+00 4.263895199124585848e-05
4.323353532739632188e-03 1.233284608798606782e-02 3.904206441399800553e+00 1.000007707944437163e+00 3.950450922957766763e-05
4.143620656682195369e-03 1.203113300845175086e-02 3.930147350886168400e+00 9.999946470563417789e-01 3.372255296306558853e-05
4.349984452738889229e-03 1.210362268506813381e-02 3.973519434323330657e+00 9.999989245059779375e-01 4.143825390505159799e-05
5.214479471584217152e-03 1.176912513151972053e-02 3.836213449839692480e+00 1.000001747490961934e+00 3.541225842136628882e-05
3.995060898218202872e-03 1.179922887916986379e-02 3.763723594726362975e+00 9.999925252756159955e-01 3.879434371514576337e-05
4.083108302594562478e-03 1.190455886002467038e-02 3.880536954744442824e+00 9.999999527424844326e-01 3.214025986613251945e-05
3.366671138691927634e-03 1.170973696477223269e-02 3.818555083349678192e+00 9.999929085125711659e-01 4.012505166725917501e-05
4.071525284523619392e-03 1.180710515061680899e-02 3.858700718224410409e+00 9.999923345278979303e-01 3.848264071629366179e-05
4.998877002676094250e-03 1.182289455557727041e-02 3.894622484888898839e+00 9.999998561621018522e-01 3.931183201444882300e-05
4.275646632578122830e-03 1.200729097676027368e-02 3.765196997035372917e+00 1.000003349955948861e+00 4.186783485054353853e-05
4.680292539708363897e-03 1.203866713058696428e-02 3.756965631904133573e+00 9.999986874004869186e-01 3.314875766316717931e-05
4.911611182734899883e-03 1.238928997456989825e-02 3.882608013116351842e+00 1.000006408697170279e+00 3.395414875110918870e-05
4.683317673245923629e-03 1.195499360861073529e-02 3.784056804651993122e+00 9.999940226901995466e-01 3.510487214942296805e-05
4.947640698225432010e-03 1.229272761878232728e-02 3.766760871667499178e+00 1.000003529690000725e+00 3.620879196910942952e-05
3.572472251007700883e-03 1.189886421577685156e-02 3.787060656737814668e+00 1.000004204609187042e+00 4.132680180800608194e-05
4.213355089663924080e-03 1.227860941475363010e-02 3.940925311850636881e+00 1.000001791942037643e+00 4.258373494510247939e-05
3.804625038170750262e-03 1.150412938937121245e-02 3.772010645804492412e+00 9.999955696104101399e-01 3.646722428461013902e-05
4.194721544486877673e-03 1.213543733803074988e-02 3.985216686189060553e+00 1.000002457584145965e+00 3.946973806909805083e-05
4.454496816603627229e-03 1.216834081367581220e-02 3.715602419665231082e+00 1.000005646023523820e+00 3.812452049795768503e-05
4.047148363598145060e-03 1.268506591044236964e-02 3.845186126119626291e+00 1.000005088348260962e+00 3.909427920895423110e-05
3.674567223822505779e-03 1.239513394235558508e-02 3.887762433328115552e+00 9.999980770560521481e-01 4.145672483487383470e-05
3.362730450071474420e-03 1.177606206597643645e-02 3.840575508350851486e+00 1.000003452870731335e+00 3.707095794146081076e-05
3.824122811979802083e-03 1.220826181125118232e-02 3.925336203573303706e+00 1.000005400800671573e+00 4.099919621602529857e-05
4.088934812324161727e-03 1.218550781274769373e-02 3.990781450840504174e+00 9.999988001195924125e-01 3.809742206610137956e-05
4.870183981299153197e-03 1.236235276811511671e-02 3.772486507411885626e+00 1.000007372424395413e+00 3.816869107002219581e-05
3.456508099902555475e-03 1.233902056027216289e-02 3.848601916480155705e+00 9.999953865374576756e-01 3.745767228048558443e-05
4.299893837395915575e-03 1.235970263862962160e-02 3.873349029470038118e+00 9.999991408203289245e-01 3.276526481882122512e-05
3.425568760704711391e-03 1.210830253852154988e-02 3.838180053114398582e+00 9.999972072811846857e-01 4.254108687273055133e-05
3.676236475402376580e-03 1.183684270294185076e-02 3.748486750171568183e+00 1.000004938201947358e+00 3.546348976481771367e-05
3.942241700965201656e-03 1.256574653786164848e-02 3.821957756852330412e+00 1.000000033174567760e+00 3.580384528654707263e-05
4.265059857087478978e-03 1.214541583965225539e-02 3.979027749191183627e+00 1.000003656546740505e+00 3.946636805012603889e-05
3.311172885438612434e-03 1.193138305882317403e-02 3.770799513704007122e+00 1.000005234414001576e+00 3.676682606448900882e-05
4.947639518040974904e-03 1.238847584140964977e-02 3.816979163565001887e+00 1.000004342011057812e+00 4.171889564226352267e-05
4.415812020427546669e-03 1.201151278737801892e-02 3.967356341577843892e+00 9.999965822255446612e-01 4.055390092055083119e-05
4.580652938441294453e-03 1.256952094595855177e-02 3.914260278564361428e+00 1.000004824855612373e+00 3.367687188959828755e-05
4.727720461014855990e-03 1.236927606170247149e-02 3.775555088810550242e+00 1.000007947221654758e+00 3.964630781094588715e-05
4.298390590203336747e-03 1.199239160863508312e-02 3.777660780568912635e+00 9.999955938805430433e-01 3.348476101712001475e-05
3.270979514332153504e-03 1.184168449338490921e-02 3.794357377993435865e+00 9.999966080834902238e-01 3.287997323050215751e-05
4.849857260425666228e-03 1.179751147611421587e-02 3.840714130539329307e+00 1.000001946669601516e+00 3.492138070134780624e-05
3.931925178303707913e-03 1.265942527003242196e-02 3.953227560028206078e+00 1.000004885872258109e+00 3.783820718258044426e-05
4.668848196208538748e-03 1.168592568332203936e-02 3.904064257069780552e+00 9.999968249218660343e-01 3.523558970299857428e-05
4.426820736514382182e-03 1.208850335639532342e-02 3.899787523844478798e+00 9.999961885858689170e-01 3.305398927738371586e-05
4.813296727171310907e-03 1.259605060377165520e-02 3.808377455824432545e+00 1.000002258362059138e+00 3.536227511838018985e-05
4.199620548764979033e-03 1.161476019693488682e-02 3.758156599062095538e+00 9.999992464377297496e-01 3.938464934518529564e-05
4.558933929495627424e-03 1.264868991262445980e-02 3.777983059483287054e+00 1.000007020329608309e+00 3.724631459001018566e-05
3.162594614107248903e-03 1.229647406893462531e-02 3.782490979678457155e+00 1.000005088945393084e+00 3.376602787694564013e-05
2.935320734741987680e-03 1.189755713253822823e-02 3.833197341402655667e+00 9.999978888481726447e-01 3.249860734697980979e-05
3.641249743372501624e-03 1.242901062918337109e-02 3.879751955690932341e+00 9.999996152413700434e-01 3.296723618633683010e-05
3.805596440137809511e-03 1.182167940962295001e-02 3.816697340119337589e+00 1.000002233545621122e+00 4.078938219208051312e-05
4.369614754132479517e-03 1.204112556875882624e-02 3.941184171907898826e+00 9.999984066206747402e-01 3.226597043241333197e-05
4.971960472445059731e-03 1.226399317871774974e-02 3.824436855863773133e+00 1.000001066182018672e+00 3.211839454191288662e-05
4.240430813104899277e-03 1.264280908022262680e-02 3.964369319733427321e+00 1.000003023842173322e+00 3.457632265876417054e-05
4.499013750702433867e-03 1.198113614253405561e-02 3.868903829952620832e+00 9.999973217229234379e-01 3.249507051677874954e-05
3.315777623538962438e-03 1.161784375050593614e-02 3.829922145145909784e+00 1.000000498731869136e+00 3.770394775926739654e-05
4.288521016892220261e-03 1.249356000190622769e-02 3.862636665661798752e+00 9.999982247612974051e-01 3.612732013626857031e-05
3.917887805444192351e-03 1.208311203828536622e-02 3.737829373948225786e+00 9.999941023019487396e-01 3.851775492189892999e-05
3.609272290699724883e-03 1.191777316550924823e-02 3.774097907910408001e+00 9.999935325567251843e-01 3.490919944952237567e-05
3.695789757942824494e-03 1.243007072057070173e-02 3.896476141376057800e+00 1.000008477695329745e+00 3.557543076159007113e-05
4.201868821030872725e-03 1.182599980315494036e-02 3.926990895225652256e+00 1.000001394478643446e+00 4.017229408776299982e-05
4.004998948506366396e-03 1.260866302779648992e-02 3.721219518781175850e+00 1.000006254343205336e+00 3.428102841130659789e-05
3.532655904371184707e-03 1.233121099882119633e-02 3.910944114014971440e+00 9.999977903660586254e-01 4.070603079510931425e-05
4.885431232948010682e-03 1.248961685871060462e-02 3.839918292267424871e+00 9.999995062527227141e-01 3.542300403529879071e-05
4.129327880581491750e-03 1.205715114662097957e-02 3.744142709441514949e+00 9.999935964717518999e-01 3.729211528932816156e-05
3.930122957524519178e-03 1.200230561057734346e-02 3.894412041746794451e+00 1.000005384995283242e+00 3.909330219502801410e-05
3.951513411409243726e-03 1.261442900914263449e-02 3.716512463599729976e+00 1.000005625303989731e+00 3.817947701259011447e-05
3.398498059491078527e-03 1.196719951843548853e-02 3.864396752185692563e+00 1.000005152818233656e+00 3.489634816173219100e-05
4.962928091992044322e-03 1.234847972462315736e-02 3.900033510855920316e+00 9.999987399773837549e-01 4.025018712890280281e-05
4.335226172568117098e-03 1.223260534918085667e-02 3.825253906790526237e+00 9.999986947237640145e-01 4.219548866835500618e-05
3.902337765136147663e-03 1.197127661142140254e-02 3.966480006453033447e+00 9.999984490628698319e-01 3.912781590233636809e-05
4.110081844909831139e-03 1.201148775249370228e-02 3.712320237780924792e+00 1.000001061763884369e+00 4.260755894143259428e-05
3.920352885340060156e-03 1.257625742997394748e-02 3.807675150444827405e+00 1.000000462027001769e+00 3.864873399468809491e-05
3.754250707026084155e-03 1.172692066377111625e-02 3.776195971489420877e+00 9.999944684195070099e-01 4.104715447958814700e-05
3.963021960658896781e-03 1.175976756270798521e-02 3.956809509104155076e+00 9.999946593743376244e-01 3.740940026252071262e-05
4.665561092010758748e-03 1.183355631644998629e-02 3.906611838028608119e+00 9.999957003136715761e-01 4.094111908900842307e-05
3.652908469895584098e-03 1.219908537476002003e-02 3.832548569512553627e+00 1.000003685390575603e+00 4.231806739064683190e-05
4.242534875748125989e-03 1.235970542325918672e-02 3.864410219905705990e+00 9.999960212176911556e-01 3.841390747948049688e-05
3.080099603249827900e-03 1.240802470820982079e-02 3.794529504933460196e+00 1.000000947331594947e+00 3.509868818020645307e-05
3.832095233685037239e-03 1.187943169502277650e-02 3.791340318265644882e+00 9.999996528285267638e-01 4.221342457762180969e-05
5.034278088245927596e-03 1.212869211334453509e-02 3.859864406845856077e+00 1.000001458916049524e+00 3.237490813074546723e-05
4.524966013130807263e-03 1.196661886567469517e-02 3.803818031637566488e+00 9.999951907888192659e-01 3.392840516679066604e-05
3.958251849144382717e-03 1.261591531974257281e-02 3.805173840473098146e+00 1.000002335832625544e+00 3.910640091767450793e-05
4.807848269437600686e-03 1.180761164191360645e-02 3.855622213971733547e+00 1.000001075439920895e+00 3.428221964224819766e-05
3.911622003961015559e-03 1.195132435487979844e-02 3.878325912152424948e+00 1.000005165803102170e+00 3.578430714618126594e-05
4.563533796244564900e-03 1.190005062077920985e-02 3.898626955674910022e+00 9.999997486537429703e-01 4.159232245889138001e-05
3.183090243008147857e-03 1.182735828717711331e-02 3.839797166686822028e+00 1.000001680693404893e+00 3.292168945588675605e-05
4.981906850473172277e-03 1.197719070787438278e-02 3.824624778965499239e+00 1.000002562336512302e+00 3.286149340141755130e-05
4.078785498170457713e-03 1.236945750634568103e-02 3.698044132435009956e+00 1.000001760946146678e+00 3.636786068049627327e-05
4.296734398736470895e-03 1.185896863379498622e-02 3.745002520450992023e+00 9.999940633119281941e-01 3.502888430098510987e-05
4.258092954147509046e-03 1.256928067584077088e-02 3.826572421918262190e+00 1.000000345337413776e+00 3.637741661328931856e-05
4.103196779960086027e-03 1.240625339218778822e-02 3.926166851951317316e+00 9.999984149545594336e-01 3.354245521297856365e-05
4.073373200042799958e-03 1.198437695894800752e-02 3.957460435872426352e+00 9.999938051861321231e-01 3.986151619900709926e-05
3.893694889103384293e-03 1.195817112501585192e-02 3.949941589323647584e+00 1.000002012540455176e+00 3.460154360402167644e-05
3.739476693563496823e-03 1.169289533994575039e-02 3.900309015121679934e+00 9.999933180469630090e-01 3.818315481851838753e-05
3.849067222923309439e-03 1.223097589672436473e-02 3.773019278529538667e+00 1.000005048520002937e+00 4.202174068863733273e-05
4.264124855735705599e-03 1.193172429742820478e-02 3.916061169432465405e+00 1.000004375333279683e+00 3.787971032985736053e-05
3.984629535421085889e-03 1.229213038738874095e-02 3.934712794583452578e+00 1.000006858495671391e+00 3.958559057860425086e-05
3.607679959617915433e-03 1.234247103981351776e-02 3.757355705340620577e+00 1.000005132958974974e+00 4.177899920880113457e-05
3.793481032249960971e-03 1.257505637612306611e-02 3.930095473493778080e+00 1.000000939700013580e+00 3.994510449483379064e-05
4.165009919208671751e-03 1.207069237233851164e-02 3.803801825467141295e+00 1.000006730082557915e+00 3.574352701352286890e-05
4.051079179051640666e-03 1.237597593320119080e-02 3.820345812116070494e+00 1.000008243334251867e+00 3.872119136149476280e-05
3.536071457800681050e-03 1.177095408381787639e-02 3.792843317089571897e+00 9.999946268031040253e-01 3.369000725870229706e-05
4.317003020982659867e-03 1.203506687005359566e-02 3.835627002103696892e+00 1.000005648664999303e+00 3.938902009663268299e-05
4.029242965423653067e-03 1.184072720377086184e-02 3.723893631608573340e+00 1.000000510485117067e+00 4.221869989062988901e-05
3.281514441090573053e-03 1.212904517184349752e-02 3.811358053899890574e+00 9.999982065662161856e-01 3.167358238919065170e-05
3.352541990659423099e-03 1.245639982973552329e-02 3.789170590092628466e+00 9.999984062396181095e-01 3.608237607141666104e-05
3.363093129792688041e-03 1.208126182539311262e-02 3.907450307843456816e+00 1.000002359950877162e+00 3.636567119127245747e-05
4.506645534114964158e-03 1.184942084699563622e-02 3.756275632886255877e+00 1.000004637399684038e+00 3.800134330252642550e-05
3.568667304524174300e-03 1.162580724958166625e-02 3.878537577059361752e+00 9.999967413854322640e-01 3.927492428046382150e-05
3.782449464785564430e-03 1.158085956370143166e-02 3.758999456907529346e+00 9.999937936763341195e-01 3.733144553469029621e-05
3.594274525717894297e-03 1.203446163106641244e-02 3.777779825618509779e+00 1.000007262005253139e+00 3.476841068864081313e-05
4.479286864888687436e-03 1.228231987929352328e-02 3.914001348627715426e+00 1.000006783032691748e+00 3.462148849944233283e-05
4.594685694028911860e-03 1.249436709023275804e-02 3.931155330856840102e+00 1.000004269374127341e+00 4.044961032688891382e-05
3.682651359311867045e-03 1.270377754461056788e-02 3.867998540690552822e+00 1.000005585713100054e+00 3.757661899045767307e-05
4.668509138161046346e-03 1.222365354620305600e-02 3.830664678733881168e+00 1.000007390442853916e+00 3.775923657873233495e-05
3.890741076574506796e-03 1.242253055007291364e-02 3.757429186146441502e+00 1.000008302565791762e+00 4.006672684966107863e-05
3.552108999463843286e-03 1.152128604118236345e-02 3.785160300584267112e+00 9.999968417247607766e-01 3.648616453834302935e-05
3.632652016215286161e-03 1.207737428174128838e-02 3.758772955774224211e+00 1.000007925479593496e+00 3.702791183476250450e-05
4.901541100445855337e-03 1.166805148903095335e-02 3.821137934639575295e+00 9.999964493437060176e-01 3.944030510506437722e-05
3.478605583038911486e-03 1.255917595823687755e-02 3.847244286661634760e+00 1.000002300825623358e+00 4.071149219694604585e-05
3.318431125078347144e-03 1.203426061731134068e-02 3.836015142655872623e+00 9.999948576884000184e-01 3.384186951599860778e-05
2.963349093038025739e-03 1.238555623536088425e-02 3.835626306285904619e+00 1.000002084713986772e+00 3.209031059739417805e-05
4.466909919935091455e-03 1.222665492160112874e-02 3.922608959823961516e+00 9.999985057140052813e-01 3.259298400035680489e-05
4.416657382247259067e-03 1.207211219448132804e-02 3.887723899890077828e+00 9.999945989082453801e-01 4.036388627921140397e-05
4.331960826361710981e-03 1.212584610623628802e-02 3.745460229754798753e+00 1.000007679923264670e+00 3.583362484202068154e-05
4.321897877014618805e-03 1.228928766331672390e-02 3.969296270512392866e+00 9.999981872262121430e-01 4.102663247930610766e-05
4.168396734442671170e-03 1.182254102208529778e-02 3.714882642238618082e+00 1.000005413844563984e+00 3.713124347259137264e-05
3.622279161617496246e-03 1.224691931520375393e-02 3.913121419720799743e+00 1.000000508851019765e+00 4.201709303254889656e-05
5.024000458314352435e-03 1.196355218714957418e-02 3.787758783821556285e+00 9.999984553406529031e-01 3.457008649328166262e-05
3.621890775471682533e-03 1.209054232672532835e-02 3.784447470399141089e+00 1.000003438855434634e+00 3.138966332912224865e-05
3.750045486123794458e-03 1.249917715318169670e-02 3.946214225406415643e+00 1.000002239685708449e+00 3.789080037244329374e-05
3.080669007877255561e-03 1.249960859330386670e-02 3.805487666848643258e+00 1.000004634964517525e+00 4.064133527255447628e-05
4.520373101432960394e-03 1.253530209511471462e-02 3.863655699553895317e+00 1.000004622671436749e+00 3.372740692640848750e-05
2.954153458503111507e-03 1.190266823018735348e-02 3.797622663369093488e+00 9.999986231117670155e-01 3.597108535856872232e-05
4.905907387309088596e-03 1.216580098402025509e-02 3.813298015297634791e+00 1.000005106188781578e+00 4.086841205040184449e-05
3.582755695705895638e-03 1.222534668770852012e-02 3.799993122527118850e+00 1.000007240608922654e+00 4.033042621972606612e-05
4.181307515785492868e-03 1.225103676963996968e-02 3.838396375959408413e+00 1.000003380094633076e+00 3.198334675577456116e-05
