# Tc delta Tdur F0 sigma
4.226610789024080883e-03 1.697236178348311892e-04 7.157430744827643354e-02 1.000006380913465387e+00 4.053396138821896595e-05
4.263329854858673162e-03 1.654883199799988083e-04 6.750174265855141131e-02 9.999978395447172153e-01 4.091470081538916154e-05
3.004906948643248921e-03 1.715408980587070716e-04 6.950212424258286892e-02 1.000004135202372302e+00 3.945426083861404616e-05
4.064175100356573478e-03 1.659024053680876196e-04 6.823865518342277225e-02 9.999981217606641604e-01 4.091174662460047152e-05
3.403116937123092101e-03 1.458934709110536892e-04 6.960446166755493436e-02 9.999988918490831935e-01 4.038597062944479326e-05
3.375667113293151500e-03 1.534282434545567754e-04 7.012178426905250894e-02 9.999933070651932931e-01 3.966666260941481515e-05
5.056823358054837736e-03 1.455129281900369956e-04 6.894098931455802659e-02 9.999956221436868686e-01 3.790079311542588673e-05
4.732558376029059877e-03 1.575676880561330425e-04 7.015574817733358226e-02 9.999981186255936239e-01 4.376239271636641026e-05
3.442770932074429302e-03 1.691235035114090806e-04 6.974764677489614373e-02 1.000001428957789429e+00 4.135952631432963781e-05
4.171423340140825720e-03 1.472371247040684826e-04 7.104343921991596034e-02 9.999952320356753077e-01 4.169544513386892612e-05
4.866079712788469458e-03 1.550197742923659831e-04 7.088387882698937714e-02 9.999983939137965239e-01 4.382481163308935630e-05
4.330005169244012520e-03 1.619157147706939102e-04 6.751877481205842413e-02 1.000004643591183129e+00 4.297351816499457138e-05
5.059214443587645160e-03 1.623010810179446623e-04 6.934627679536678468e-02 1.000000067636935164e+00 3.466099261958252093e-05
5.319272760225091101e-03 1.643324875060138814e-04 6.991992202035217374e-02 1.000005476389742132e+00 3.538848504140909015e-05
4.753843658716019882e-03 1.603661165102973976e-04 7.010796858070821036e-02 9.999987299207923064e-01 3.475812217547220796e-05
4.062477745183951106e-03 1.541087493316799532e-04 7.138152169532065161e-02 9.999935088001755679e-01 3.872230051383430277e-05
4.189962498429289361e-03 1.668106420283321746e-04 6.848896350567230951e-02 1.000001970291227726e+00 4.275277973135383137e-05
4.189962498429289361e-03 1.668106420283321746e-04 6.848896350567230951e-02 1.000001970291227726e+00 4.275277973135383137e-05
4.628269318473730853e-03 1.584755002859849105e-04 6.896484195211670387e-02 1.000002808866613746e+00 3.438309085423788962e-05
4.628269318473730853e-03 1.584755002859849105e-04 6.896484195211670387e-02 1.000002808866613746e+00 3.438309085423788962e-05
4.527169782074423610e-03 1.463641803182423628e-04 7.069821453252712884e-02 9.999968214776833175e-01 3.695039859153339271e-05
4.091110081069534998e-03 1.462254917885707128e-04 7.173687974984922777e-02 9.999948733475104712e-01 3.788576178857945667e-05
3.499421586733532374e-03 1.582539654766392466e-04 7.070540217017599882e-02 1.000000674592225414e+00 4.392889491700149645e-05
3.691088771032441374e-03 1.520162999363298582e-04 7.053784717668129534e-02 9.999935178371762712e-01 4.082280894324559023e-05
3.691088771032441374e-03 1.520162999363298582e-04 7.053784717668129534e-02 9.999935178371762712e-01 4.082280894324559023e-05
4.683134248152344414e-03 1.623430819803723475e-04 6.934218051052273846e-02 9.999987911083717540e-01 3.525828324157366208e-05
3.865957168110389919e-03 1.707698570470229005e-04 6.998490209524156624e-02 1.000002426415030010e+00 3.946798546147921083e-05
3.964993217272498593e-03 1.589787499397295059e-04 7.048678543863751145e-02 1.000004861270312739e+00 3.536973592078942899e-05
4.672723433716025054e-03 1.682101145419516246e-04 7.120428517150327596e-02 1.000007238269277510e+00 3.966557845271063135e-05
4.113714088874467767e-03 1.576956751221661392e-04 7.228791954418524457e-02 1.000001856242696219e+00 4.367814921309427729e-05
3.971877523806878474e-03 1.555229511958117650e-04 6.870612735900910595e-02 9.999980287519707467e-01 4.369244804531491414e-05
4.210832793400919039e-03 1.627967228932706255e-04 6.904857753694884637e-02 1.000007456871553790e+00 3.910304175050734974e-05
4.961190319296079898e-03 1.588132816222603686e-04 6.945486349386160996e-02 9.999998283052009551e-01 3.430875866682363604e-05
4.497481801810317148e-03 1.622769559781327175e-04 6.999895398386389578e-02 1.000007003312125997e+00 4.054377544752210693e-05
4.372376469352526329e-03 1.652035989159485977e-04 6.979385940030485846e-02 1.000007488274810008e+00 3.800842142522876526e-05
4.383314558249154502e-03 1.525413271546206568e-04 7.062622114247370242e-02 9.999934318122742916e-01 4.019678316045952401e-05
4.407980974254196993e-03 1.614225581444643899e-04 6.776424589284887889e-02 9.999991124872358306e-01 3.489995585463628581e-05
3.885928178353516282e-03 1.570596385500137296e-04 7.137043913351613644e-02 9.999959484197171733e-01 3.592624950537553580e-05
4.384884339313915858e-03 1.451713492186000381e-04 6.978091110033689259e-02 9.999958344467828608e-01 3.884005630066120288e-05
3.276944966438946616e-03 1.529317248128007651e-04 7.019044574096862388e-02 1.000004419077512585e+00 3.899977817223577303e-05
3.897614074120099581e-03 1.620347784062972109e-04 7.083926066259707555e-02 1.000006279160310818e+00 4.155925544048740612e-05
3.843494015630534444e-03 1.489700380789459532e-04 7.085400620914876491e-02 9.999955907843108838e-01 4.224570495081571200e-05
4.219461192417700568e-03 1.617067105114596579e-04 7.039231490105951616e-02 9.999970114868789173e-01 3.646656958103095360e-05
4.303109475164344777e-03 1.642601314647522273e-04 7.043881378058902687e-02 1.000007521987143377e+00 3.932656928680452828e-05
4.342265998684938233e-03 1.551168895860259469e-04 7.198043151952880636e-02 1.000000087752068945e+00 4.370112536770617319e-05
4.342265998684938233e-03 1.551168895860259469e-04 7.198043151952880636e-02 1.000000087752068945e+00 4.370112536770617319e-05
4.574488795786486872e-03 1.517720424115654397e-04 7.084009723417371285e-02 1.000002544242689195e+00 4.173338139820558141e-05
3.963464576035122255e-03 1.703159057760338330e-04 6.804294031903654338e-02 1.000003529885958864e+00 4.081728559376667263e-05
2.921867843275034737e-03 1.549853700911225506e-04 6.967605294180700959e-02 9.999954397623708191e-01 3.604661436754642677e-05
4.384146651597434219e-03 1.595817500172260080e-04 7.051439447507798497e-02 9.999959454623940092e-01 3.674270611686543338e-05
4.553461897183662399e-03 1.499173750712129200e-04 6.872009577321216978e-02 9.999936549030014055e-01 3.815320594262119766e-05
3.922288071767969508e-03 1.598590120299012336e-04 6.791145219113159381e-02 9.999968874868149227e-01 4.270679289604495756e-05
4.285003141198548415e-03 1.493967214151247045e-04 6.976330919511149198e-02 1.000002154734370485e+00 3.995430821522557620e-05
4.733559942847950786e-03 1.580736971434973923e-04 6.919017941217424361e-02 1.000006199568918674e+00 3.766587295610061419e-05
4.317482564953262214e-03 1.620943113417671428e-04 7.043758317790764500e-02 1.000005746246032556e+00 3.572913786253603311e-05
4.272074389871663436e-03 1.610639099707891222e-04 6.947831518277022833e-02 9.999959820207853234e-01 4.120853939367657721e-05
4.415785362744596709e-03 1.707456487686396737e-04 7.135937990736836156e-02 1.000005441965428066e+00 3.841069690591826822e-05
4.195878042948207598e-03 1.625576136036379206e-04 7.013963081267228505e-02 9.999984729697762864e-01 3.561847371841484047e-05
4.682282910915130936e-03 1.561874718469261558e-04 7.019420031759475431e-02 9.999950089211636639e-01 3.675330814939272675e-05
3.422185085979176367e-03 1.656060651421194544e-04 7.104744579808736082e-02 9.999982852643770626e-01 4.101987679746181895e-05
4.949849900656173862e-03 1.501732478644238916e-04 7.088200932813230881e-02 9.999975245757216635e-01 3.543625264702540223e-05
4.354094327441417056e-03 1.701552725031911409e-04 6.879573809992919897e-02 1.000005337236135938e+00 3.758776654873044703e-05
4.315976483177004497e-03 1.524685055767194914e-04 6.780810096878481241e-02 1.000000436653182279e+00 3.495026536376162705e-05
4.358888864540215458e-03 1.601361467124178895e-04 6.814908952691384192e-02 1.000001890782231895e+00 4.364164123208953938e-05
4.615267793192018297e-03 1.540466224063406276e-04 6.909562484172458718e-02 1.000001508064011002e+00 4.312411559001758121e-05
4.780080559715009503e-03 1.479412316438474264e-04 7.072715064395014573e-02 9.999943914309132875e-01 3.778828133711595533e-05
4.089902676289974837e-03 1.581769501537689756e-04 6.912537342907178195e-02 1.000006203635020352e+00 3.779063776589795657e-05
3.963968832687611576e-03 1.575583975079478615e-04 7.022024140014358762e-02 9.999947624082329289e-01 3.779437132667749311e-05
4.748746485795922456e-03 1.697071141416208850e-04 7.091730733948280185e-02 1.000005813488308082e+00 4.036448161439824605e-05
4.260240027519832107e-03 1.639235439249572487e-04 6.945263076317183260e-02 9.999985461530705999e-01 4.228669824276448506e-05
4.358622189059739582e-03 1.677807694970524994e-04 6.753700865602914327e-02 9.999995960503056391e-01 4.021933816010935279e-05
4.138600033572630010e-03 1.474341401845549618e-04 6.762493476701467165e-02 9.999946090406198751e-01 4.082733542884678114e-05
3.335822161207140091e-03 1.535072094438500324e-04 6.878262170186356939e-02 1.000004551725530710e+00 3.892214724635754031e-05
3.335822161207140091e-03 1.535072094438500324e-04 6.878262170186356939e-02 1.000004551725530710e+00 3.892214724635754031e-05
3.564455895717320855e-03 1.652206423968005156e-04 6.914871861188642832e-02 9.999981037621253899e-01 3.771914682634126245e-05
3.549312820650789291e-03 1.561807826869803710e-04 6.928369621519381294e-02 9.999956503892720727e-01 3.617133525950105188e-05
4.591223943953108566e-03 1.679728712535436593e-04 7.157207117557394527e-02 1.000006770495384778e+00 3.768107340920289101e-05
4.764191729959205146e-03 1.693392356351447101e-04 7.033620114939484469e-02 1.000001125990687800e+00 4.001914907484202039e-05
4.744285277610921225e-03 1.539976442647244517e-04 6.895540270823689866e-02 9.999937229673689920e-01 3.981282704844597479e-05
3.823959451984070002e-03 1.478807343302807195e-04 6.814350734324550740e-02 9.999944208423835468e-01 3.793653896855369694e-05
4.003529623613444333e-03 1.641218773097728257e-04 7.059545223012259063e-02 1.000006558147876534e+00 4.113208095424991428e-05
4.147004619213495724e-03 1.633068687694140997e-04 7.234756432489880540e-02 9.999998957282772993e-01 4.305733418144172645e-05
4.234695346307500163e-03 1.554630416934839506e-04 6.917118081473276614e-02 1.000004966907186432e+00 3.722440693465394384e-05
4.790085972844318474e-03 1.458251033438058238e-04 7.024231762510545207e-02 9.999982134219037588e-01 3.958648233162765132e-05
4.755278274315086207e-03 1.686785077990382922e-04 7.062231873384064440e-02 1.000002177014142291e+00 4.148136155876775268e-05
3.316483311120610455e-03 1.500867745527134027e-04 6.993342564618219848e-02 9.999990024692237967e-01 3.555264362211375649e-05
4.216363810681564295e-03 1.615358284552826241e-04 6.797266809898619422e-02 9.999981594131204243e-01 4.281051624633850928e-05
3.981388101545794977e-03 1.478772384420499661e-04 6.982596867663028173e-02 9.999939988999927420e-01 3.934649219855133119e-05
4.496089336600533892e-03 1.566871616593791604e-04 6.856411532715919743e-02 1.000001322577326546e+00 3.445728349603137056e-05
4.120754503366103050e-03 1.689836040094167197e-04 6.989663381007266141e-02 1.000006617635444517e+00 3.864136619810890332e-05
4.020804132154186250e-03 1.514895132843886922e-04 7.191427701513010418e-02 9.999975111149032037e-01 4.301025400018617582e-05
3.777935113258634736e-03 1.644550264475386952e-04 6.881703188345651701e-02 9.999986025432092696e-01 3.658952425080215097e-05
4.271891218922914402e-03 1.581336445841901943e-04 6.969642460274273754e-02 9.999981423724716434e-01 4.337836989456819888e-05
3.617432845349620452e-03 1.561459730792201777e-04 6.912696404874790757e-02 9.999941736268134207e-01 3.916002507158645372e-05
5.216446468930886760e-03 1.576680413741649131e-04 7.018517065501096719e-02 9.999954290915934463e-01 4.178034559324423107e-05
4.539162659838620606e-03 1.588379313899821452e-04 6.806783768996625683e-02 9.999979411334619650e-01 3.511992634020895377e-05
4.243265428092966862e-03 1.472705551693329138e-04 6.964091915159263679e-02 9.999977969949912504e-01 3.684830842449332566e-05
4.574897715650332042e-03 1.657655519161724148e-04 7.063952139854327850e-02 9.999987736776919656e-01 4.115600805146202090e-05
3.623706655411257360e-03 1.491999390150514039e-04 6.989696612640713957e-02 9.999992846413787717e-01 4.212488393768736060e-05
3.540304026029152118e-03 1.679664434693662885e-04 6.835157832694931102e-02 1.000003624432723504e+00 3.614141372264805782e-05
3.556769703242416980e-03 1.571460082686594280e-04 6.985853271546142718e-02 9.999945155593714663e-01 3.859273113522903919e-05
5.294980226306505999e-03 1.512407540967480673e-04 6.967400681189707401e-02 9.999939457766459094e-01 4.081915173658209699e-05
3.738105776208630604e-03 1.589928702539788769e-04 6.998421413447118711e-02 1.000005958490277624e+00 4.074277139944626345e-05
4.608211530297987024e-03 1.478274846694107854e-04 6.833275083116266413e-02 9.999943323985834853e-01 3.838125312482341961e-05
4.337439878996006415e-03 1.476322364370265044e-04 6.909945731696802429e-02 9.999944351261379483e-01 3.834483343883479629e-05
3.329148246976970649e-03 1.538071117177268932e-04 6.915403743982306839e-02 1.000002196591464498e+00 3.534251594056079068e-05
4.079520422596780160e-03 1.553000415517427125e-04 6.736057830144044634e-02 9.999947880990712745e-01 4.072069724201357919e-05
4.351197688574087730e-03 1.667708580940878687e-04 6.824026597848763254e-02 1.000002460767700940e+00 3.934705720587935768e-05
4.529611003541149372e-03 1.486096965133678553e-04 6.835017114212645073e-02 9.999978882085194254e-01 4.178091522619736971e-05
3.185049812158911864e-03 1.572891085689028011e-04 6.908034026939770256e-02 1.000004930808128245e+00 4.125732438244375234e-05
3.884309233555087448e-03 1.632461685475921720e-04 6.858785471464158567e-02 9.999992957868000243e-01 4.227258128538579019e-05
3.783012267935828565e-03 1.582555588644752817e-04 7.007608340193173524e-02 1.000002040105513190e+00 4.226736979922600428e-05
4.323303389454594137e-03 1.582420853064616902e-04 6.807284549985480326e-02 1.000002891880772626e+00 4.165621803730993646e-05
3.674693303741455308e-03 1.491191531063709448e-04 7.093101814183394582e-02 9.999985241607359798e-01 3.998465096018741471e-05
4.304595997835052035e-03 1.555963491642729671e-04 6.926482257975397072e-02 1.000000085077642487e+00 4.215616208097451074e-05
4.304595997835052035e-03 1.555963491642729671e-04 6.926482257975397072e-02 1.000000085077642487e+00 4.215616208097451074e-05
3.889140906715264634e-03 1.501736774869275612e-04 6.913092991174542290e-02 9.999971294271640110e-01 4.163122226037601264e-05
4.461088344002675510e-03 1.507452443955365038e-04 6.935612756567617609e-02 9.999987057350678832e-01 4.142712217393382674e-05
4.374908996079701629e-03 1.564187044335865143e-04 6.919340360145266600e-02 1.000000150749344563e+00 4.280337774056944516e-05
3.438698954496326177e-03 1.550667358811168208e-04 6.870421092322583079e-02 9.999986834376471956e-01 3.592265235415725139e-05
3.438698954496326177e-03 1.550667358811168208e-04 6.870421092322583079e-02 9.999986834376471956e-01 3.592265235415725139e-05
3.966182430697864914e-03 1.508880974106733143e-04 6.955784582311003161e-02 9.999994592434792162e-01 3.734011087641700047e-05
3.966182430697864914e-03 1.508880974106733143e-04 6.955784582311003161e-02 9.999994592434792162e-01 3.734011087641700047e-05
3.825300815943483146e-03 1.506976472755541569e-04 7.061764166037894086e-02 9.999982552767794353e-01 3.809884818786223780e-05
3.825300815943483146e-03 1.506976472755541569e-04 7.061764166037894086e-02 9.999982552767794353e-01 3.809884818786223780e-05
4.507524320797359763e-03 1.513350461425734051e-04 7.088468520536973794e-02 9.999964542304490278e-01 3.727348105666803850e-05
3.880319253435939031e-03 1.499038024346092967e-04 7.181549083935277744e-02 1.000001105690784708e+00 3.880130037895359322e-05
3.791126955876474025e-03 1.538069612731721842e-04 7.124766573995212904e-02 9.999943773690858073e-01 3.921897870976171537e-05
3.524047041102915112e-03 1.493393900584734639e-04 7.119237445411616405e-02 9.999957955459881642e-01 3.861182484650749631e-05
3.524047041102915112e-03 1.493393900584734639e-04 7.119237445411616405e-02 9.999957955459881642e-01 3.861182484650749631e-05
4.066887103929536784e-03 1.561101936468938976e-04 7.173405536830013141e-02 1.000000739408198669e+00 3.600888342204063757e-05
4.412545303120400664e-03 1.598721338668097848e-04 6.958189847235983494e-02 9.999968580120789374e-01 3.847310113768082681e-05
4.045617156993627783e-03 1.502773395497717204e-04 6.890737162471516353e-02 9.999940512497689227e-01 3.931595253140689178e-05
4.005767942042458285e-03 1.509847438721162785e-04 7.118567199497591313e-02 9.999987018869674893e-01 3.645060583946689657e-05
3.877929404935059887e-03 1.573861969749371483e-04 6.907746923016196139e-02 9.999964420971705348e-01 3.614968167090786038e-05
4.601756174975976665e-03 1.529832707722467557e-04 6.822812450228035730e-02 9.999942046537159124e-01 4.067554952193098321e-05
4.936319711762310325e-03 1.517942266320069882e-04 6.858349505348075581e-02 9.999954367541503686e-01 3.783432920762224669e-05
4.732073365397278242e-03 1.685381141709088430e-04 6.906179214249076603e-02 1.000004389850201791e+00 4.007812365022890902e-05
4.257020444110443114e-03 1.676163018549436988e-04 7.184754051067206160e-02 1.000000607477441461e+00 3.976325458724967038e-05
5.187575138296492139e-03 1.660042736574288895e-04 6.940150119889351710e-02 1.000004371996450869e+00 4.031303092418532324e-05
4.184022788590237296e-03 1.683221091559256911e-04 6.894875235864440788e-02 1.000002964473658995e+00 4.003357744295216582e-05
4.308560981523767985e-03 1.685965132641747293e-04 6.985107158575275255e-02 1.000006562239217578e+00 3.884617975033289119e-05
3.849175458857823084e-03 1.669567546442638590e-04 7.095456626850536741e-02 1.000007051537779246e+00 3.947414150750549685e-05
3.153950954771236881e-03 1.698891959217180845e-04 7.023852057486168476e-02 1.000002923284182055e+00 3.801415990195390680e-05
4.664419384663130719e-03 1.670755106461907058e-04 7.037355306863840587e-02 1.000004216502769605e+00 4.036700579275847965e-05
3.255783474466054928e-03 1.505968620399237028e-04 6.911189573554098187e-02 9.999948252098465051e-01 3.687601609330735486e-05
3.759706008044615133e-03 1.689444233554420122e-04 6.875974208041393809e-02 1.000004518606381732e+00 3.856477635846675036e-05
3.759706008044615133e-03 1.689444233554420122e-04 6.875974208041393809e-02 1.000004518606381732e+00 3.856477635846675036e-05
5.233183109343751693e-03 1.631793271180934405e-04 6.915248318260308613e-02 1.000006887518516852e+00 3.956141739029935515e-05
5.205732893861073074e-03 1.607571690302399248e-04 6.967976236716924565e-02 1.000000906835181835e+00 4.316088022500445722e-05
4.048012026210981440e-03 1.569123958030976991e-04 7.159459106415133611e-02 9.999992434613433900e-01 4.101080346833913155e-05
4.048012026210981440e-03 1.569123958030976991e-04 7.159459106415133611e-02 9.999992434613433900e-01 4.101080346833913155e-05
3.569706009983991679e-03 1.502421421586570545e-04 6.926791988362002161e-02 9.999986306014087001e-01 3.914397904036087515e-05
3.569706009983991679e-03 1.502421421586570545e-04 6.926791988362002161e-02 9.999986306014087001e-01 3.914397904036087515e-05
4.256827614751580724e-03 1.577381463340048499e-04 6.925968257450509924e-02 9.999970769931508796e-01 3.658743693368320468e-05
4.256827614751580724e-03 1.577381463340048499e-04 6.925968257450509924e-02 9.999970769931508796e-01 3.658743693368320468e-05
4.590109741718632896e-03 1.548239057288817381e-04 7.053554954081195372e-02 9.999967915663522389e-01 4.071990923386240268e-05
4.590109741718632896e-03 1.548239057288817381e-04 7.053554954081195372e-02 9.999967915663522389e-01 4.071990923386240268e-05
4.932269556719874604e-03 1.582954566002932209e-04 7.032263209065015008e-02 1.000000071075046071e+00 4.136623222805121844e-05
4.932269556719874604e-03 1.582954566002932209e-04 7.032263209065015008e-02 1.000000071075046071e+00 4.136623222805121844e-05
4.233897374906835098e-03 1.623588568524360972e-04 6.729853795807531902e-02 1.000004585381420119e+00 4.063649773958321438e-05
4.233897374906835098e-03 1.623588568524360972e-04 6.729853795807531902e-02 1.000004585381420119e+00 4.063649773958321438e-05
4.539688274157245573e-03 1.579459369230116605e-04 6.817488035605312469e-02 1.000000325524032396e+00 4.238490766252708125e-05
4.539688274157245573e-03 1.579459369230116605e-04 6.817488035605312469e-02 1.000000325524032396e+00 4.238490766252708125e-05
3.427368320872599405e-03 1.655066657465494387e-04 6.862601037452056851e-02 9.999993608663634292e-01 4.056708654192739871e-05
5.114410271446795386e-03 1.608258916044915646e-04 7.030342379365236982e-02 1.000001785346122274e+00 3.854965407702336429e-05
5.114410271446795386e-03 1.608258916044915646e-04 7.030342379365236982e-02 1.000001785346122274e+00 3.854965407702336429e-05
4.430068364016236104e-03 1.634913193765342900e-04 6.974931450892711549e-02 1.000003836769977728e+00 3.565193707522779245e-05
3.739378257478304102e-03 1.619898964840474213e-04 6.980749348559839307e-02 9.999988716001578792e-01 3.655473372058349934e-05
4.079223390535277605e-03 1.544743837736871849e-04 7.079071594720305616e-02 1.000002615950756013e+00 3.902185061926567570e-05
4.035446561136496468e-03 1.661501431602731326e-04 7.204287309244918058e-02 1.000001694742114866e+00 3.756694529981471561e-05
5.182215989867941519e-03 1.622665475006857872e-04 7.014515358462596051e-02 1.000000263747526708e+00 3.898277379172757930e-05
5.182215989867941519e-03 1.622665475006857872e-04 7.014515358462596051e-02 1.000000263747526708e+00 3.898277379172757930e-05
3.923908512142908200e-03 1.645112392216336835e-04 7.118796239947039473e-02 1.000003261817761668e+00 3.861466134796738390e-05
3.947025881083351950e-03 1.568079381137620109e-04 7.196839325692318268e-02 1.000002736312310958e+00 3.535673255344071679e-05
4.924338898974110756e-03 1.574575219713625969e-04 7.068822819537852464e-02 1.000003576645607239e+00 3.685483659833688099e-05
4.924338898974110756e-03 1.574575219713625969e-04 7.068822819537852464e-02 1.000003576645607239e+00 3.685483659833688099e-05
3.773173612030784885e-03 1.669665835229417990e-04 7.066362861106380289e-02 1.000003665460078128e+00 3.637665848411188792e-05
4.302420031487168284e-03 1.634704499470831238e-04 6.844707836132531142e-02 1.000003150818497000e+00 3.756830654458445185e-05
3.934326275039867760e-03 1.583501047989744573e-04 6.799407606364410439e-02 1.000005020236827802e+00 3.799419497855031620e-05
3.934326275039867760e-03 1.583501047989744573e-04 6.799407606364410439e-02 1.000005020236827802e+00 3.799419497855031620e-05
4.005261393920954427e-03 1.639989570992723923e-04 6.872990587754504443e-02 9.999981704726326193e-01 3.805753248891050744e-05
5.431171008008647827e-03 1.643743285441633193e-04 6.954259809911161883e-02 1.000001405442852764e+00 3.648494192424695193e-05
3.632771228700600041e-03 1.552250510227071829e-04 7.033510350733587768e-02 1.000004451299278507e+00 3.981780173745192851e-05
3.085307859718361412e-03 1.649519498768307695e-04 7.019204056880133658e-02 1.000005223338957583e+00 3.609120237244966677e-05
4.027193231369151361e-03 1.625544719241459773e-04 7.164988830164228939e-02 1.000004393036941996e+00 3.663104620905658927e-05
4.027193231369151361e-03 1.625544719241459773e-04 7.164988830164228939e-02 1.000004393036941996e+00 3.663104620905658927e-05
3.405653801746372222e-03 1.644558895138441572e-04 7.033168469772277387e-02 1.000002203881581009e+00 3.945258962087156459e-05
4.559880376301214677e-03 1.594555004182164105e-04 6.790804101652335445e-02 1.000000564969185213e+00 3.595389918044021550e-05
3.581242349105943912e-03 1.650604145196383089e-04 6.969685836220398945e-02 1.000006064816799878e+00 4.117574409967593007e-05
3.587887904569576902e-03 1.523067092111614796e-04 6.944878187419145643e-02 1.000002349997934026e+00 3.680474886647563460e-05
4.507632917188794663e-03 1.626815476520984986e-04 6.967856706253594545e-02 1.000005304714026488e+00 4.137109734441584731e-05
3.645729361382875344e-03 1.499306768279977777e-04 7.021736299625887245e-02 9.999991266426087044e-01 3.675791169554964202e-05
3.507886127439685531e-03 1.620027931527764334e-04 6.931396163963710055e-02 1.000001415162809604e+00 3.746905534679483848e-05
3.507886127439685531e-03 1.620027931527764334e-04 6.931396163963710055e-02 1.000001415162809604e+00 3.746905534679483848e-05
3.738915297414519001e-03 1.568218224500454001e-04 6.862586758268265918e-02 1.000004928115363567e+00 4.013762953787232445e-05
4.602925652861043770e-03 1.682035642611154412e-04 6.898235608890285198e-02 1.000006430800919333e+00 3.943903520578977373e-05
2.991349906197413033e-03 1.637808862978605497e-04 7.008016785835397000e-02 1.000002843268281927e+00 3.518034192450068809e-05
3.679590715905858844e-03 1.592058251075615305e-04 6.983827651154958516e-02 1.000004115578565944e+00 4.192306658604991805e-05
4.370689073323996698e-03 1.606523762411993890e-04 6.907581265108425628e-02 1.000004377276542789e+00 3.814506277043742933e-05
4.464583975524037684e-03 1.526371892981627119e-04 7.167813145137152953e-02 1.000001378363809090e+00 4.210919005103550970e-05
3.988763920738970514e-03 1.596789945562244702e-04 7.183885143253813943e-02 9.999964133908031405e-01 3.927228858799795331e-05
4.432841604838928806e-03 1.493901445705891201e-04 7.096761425624983910e-02 9.999999572173873252e-01 3.708451173795128928e-05
3.968596296584962768e-03 1.551511218897277142e-04 7.161090767524723455e-02 1.000001229348262743e+00 4.095752786202150287e-05
3.968596296584962768e-03 1.551511218897277142e-04 7.161090767524723455e-02 1.000001229348262743e+00 4.095752786202150287e-05
4.365443462965488963e-03 1.545137454736733541e-04 6.964107305163218242e-02 1.000004723849031940e+00 3.908576883487061482e-05
5.059525861175070971e-03 1.566213985841624916e-04 6.947715069294047030e-02 9.999954049882960883e-01 4.199237940504216721e-05
5.065444040027761163e-03 1.645760556313296933e-04 6.941090279707951005e-02 1.000006597302936395e+00 3.799592825448699999e-05
3.851908644233188739e-03 1.491826076330442859e-04 7.098228035232249933e-02 9.999959226396216705e-01 3.969180219525700890e-05
3.641951026716799822e-03 1.639226813253283430e-04 7.032566222717229198e-02 1.000004833938388904e+00 4.092166075286691432e-05
4.280434109988628943e-03 1.622584991249622038e-04 6.931699553178516382e-02 1.000001090982171492e+00 3.872561590097144466e-05
4.280434109988628943e-03 1.622584991249622038e-04 6.931699553178516382e-02 1.000001090982171492e+00 3.872561590097144466e-05
4.528648192338606548e-03 1.633625918823035708e-04 7.060890223170752933e-02 9.999974284497948895e-01 3.830658937222730057e-05
4.956053355146358697e-03 1.658797683102729759e-04 6.977647514018980868e-02 9.999996762966577579e-01 3.660739610381696615e-05
4.228222835696578141e-03 1.625703103311685964e-04 6.777189179823368825e-02 9.999979204757475371e-01 3.856999010137855894e-05
4.228222835696578141e-03 1.625703103311685964e-04 6.777189179823368825e-02 9.999979204757475371e-01 3.856999010137855894e-05
4.528246398235145909e-03 1.520039956601072328e-04 7.164332957473372454e-02 9.999958926682993576e-01 4.091861451096507311e-05
4.528246398235145909e-03 1.520039956601072328e-04 7.164332957473372454e-02 9.999958926682993576e-01 4.091861451096507311e-05
3.752516161170095510e-03 1.657666306925379611e-04 6.905490473216144287e-02 1.000006881997699271e+00 3.755776835447061063e-05
3.655864295957794718e-03 1.524124824136088602e-04 7.134998295832085946e-02 1.000001264011724622e+00 4.216092554486334187e-05
4.405060068540543605e-03 1.493571321572212559e-04 6.994702187730719722e-02 9.999947124312853486e-01 3.771914277923776946e-05
3.609717474451962227e-03 1.657626362386085267e-04 6.876459220467011357e-02 1.000001475235051673e+00 3.678778904896434917e-05
3.609717474451962227e-03 1.657626362386085267e-04 6.876459220467011357e-02 1.000001475235051673e+00 3.678778904896434917e-05
4.204963527999969197e-03 1.567178111427742972e-04 6.847431752979027397e-02 9.999968419092190031e-01 3.977792257913700312e-05
3.177845092652585579e-03 1.514794738508600707e-04 7.056049770612517202e-02 1.000002515338362041e+00 4.082210730390802434e-05
3.187235120312000014e-03 1.558651184527675728e-04 6.994854240678376189e-02 9.999974191103215837e-01 3.675144331088295134e-05
3.187235120312000014e-03 1.558651184527675728e-04 6.994854240678376189e-02 9.999974191103215837e-01 3.675144331088295134e-05
3.477972440786770980e-03 1.544483108341309318e-04 7.050511462648220706e-02 1.000000158624194890e+00 4.046670404174999744e-05
3.477972440786770980e-03 1.544483108341309318e-04 7.050511462648220706e-02 1.000000158624194890e+00 4.046670404174999744e-05
4.486645529839232427e-03 1.501697442999418478e-04 6.779086499982578395e-02 1.000000178113112037e+00 3.748756037804567887e-05
4.786470333435384472e-03 1.545381794610249421e-04 6.908984032530883501e-02 9.999978513037276473e-01 3.661273980998267175e-05
5.286482153752845858e-03 1.577453867445053324e-04 6.927860356829264321e-02 1.000001269806140236e+00 4.206643706524533738e-05
3.438339983690703872e-03 1.662525349745638684e-04 6.933788870677336236e-02 1.000002725102020262e+00 4.094556280339721742e-05
