# Tc delta Tdur F0 sigma
6.573598099836298891e-03 1.586321290664433460e-04 6.747012139773936323e-02 9.999915134993964116e-01 4.513729389067518128e-05
5.374859928680308929e-03 1.498658505785451813e-04 6.725238314016789010e-02 9.999965138886364180e-01 4.667679818726927553e-05
2.415763493397025952e-03 1.599372991960899381e-04 6.523054912310317921e-02 1.000000341630764122e+00 3.620697320586881699e-05
2.135611997822924046e-03 1.512112897725401367e-04 6.801747107081675126e-02 9.999919952795326417e-01 4.053377577031574313e-05
4.500199272920370197e-03 1.583153063626587843e-04 6.693571365602950241e-02 1.000003392934748048e+00 4.604680683697034228e-05
5.813809673054309846e-03 1.761000160990431305e-04 6.533131708995924825e-02 1.000006948095157000e+00 4.192194847171769719e-05
2.968503924490044354e-03 1.521362614054029745e-04 6.654668336742167178e-02 9.999920547314959940e-01 4.042226885775193238e-05
4.746631032622905533e-03 1.544480466089954811e-04 6.781108961136904367e-02 1.000004965006957791e+00 3.809463580135314672e-05
3.726081220015622919e-03 1.664383919692282690e-04 6.781531398009980893e-02 1.000002704376068197e+00 4.341542446834916526e-05
3.486648176831252943e-03 1.473975563677575680e-04 6.605349443906075035e-02 9.999963163769596264e-01 3.858991282339610063e-05
5.313033999468565194e-03 1.571585367160855176e-04 6.772129354166010751e-02 9.999996827676488342e-01 4.721368918055393761e-05
4.178116514213431332e-03 1.335998174903458495e-04 6.826823111772753472e-02 9.999941711306982173e-01 3.701852550741753305e-05
5.606297498397493084e-03 1.443423181405160147e-04 6.828013689931490549e-02 9.999904025604007263e-01 4.396881374205146740e-05
4.830187717523373725e-03 1.801328774749551666e-04 7.088741124649848568e-02 1.000013065281699642e+00 3.812223198350294902e-05
6.058541829101635190e-03 1.652363296325870697e-04 6.723905700509692773e-02 1.000001416561937750e+00 3.417505484051483049e-05
3.659493027186211389e-03 1.705488111329352271e-04 7.046529248162280989e-02 1.000005936986061661e+00 3.155820160886782294e-05
3.107115762863106589e-03 1.625912388088238602e-04 6.675619915193553577e-02 1.000004914269564837e+00 4.024627237214762991e-05
6.480593488919800249e-03 1.439960470089919631e-04 6.707191868924916589e-02 9.999927878279208926e-01 4.481991651194549837e-05
2.129907798904567828e-03 1.661676868905077127e-04 6.804529903050646200e-02 1.000001937748221437e+00 3.740796344063901130e-05
3.483544509393012023e-03 1.573278916852550047e-04 6.948728450756774810e-02 9.999880787555259776e-01 4.015233649836524160e-05
4.521087055736061622e-03 1.672166807852924579e-04 6.764167727711398181e-02 9.999937392794741031e-01 4.345423809774306750e-05
4.569531561558301536e-03 1.418824183868184574e-04 7.167153130874799605e-02 1.000004188184755671e+00 4.363123089270913661e-05
2.487843543017016767e-03 1.648562955215837210e-04 6.544707341023550673e-02 9.999961469789847568e-01 4.000919727366054456e-05
4.896683924910716357e-03 1.356938447396698868e-04 6.879447004621465356e-02 9.999984538317000515e-01 4.402777820955382882e-05
5.290423403505023492e-03 1.492652414489227736e-04 6.933631958870456469e-02 9.999876745062682426e-01 4.518972427299023265e-05
4.285961036142336977e-03 1.669511726289019311e-04 7.065571821197753899e-02 9.999931743086541980e-01 3.635326550021493496e-05
4.167056488931071556e-03 1.803910309011381085e-04 7.206125780517436130e-02 1.000001229702655037e+00 3.834750115897002658e-05
4.673473542030466554e-03 1.620946585222699410e-04 6.819037713734946160e-02 1.000003387286925616e+00 4.945592745671543105e-05
2.532417832775551991e-03 1.546029124642836776e-04 6.887897787663906091e-02 9.999995135959699466e-01 4.422002474746338315e-05
3.984015412660454891e-03 1.745382320695130086e-04 6.892828277500812062e-02 1.000007311885075412e+00 4.746718931948195756e-05
2.697122573869031870e-03 1.637949171266718724e-04 6.655239677034439916e-02 1.000003803192178076e+00 4.260732831879784904e-05
5.453336859193247399e-03 1.529680885111611721e-04 6.707532061824048042e-02 1.000004087169800604e+00 3.806378402985204578e-05
5.000562885730384932e-03 1.503541047895994194e-04 6.654853011529825169e-02 9.999909726808606791e-01 4.517802291946325664e-05
4.796798486827631713e-03 1.492092348333131963e-04 6.811925405770573316e-02 1.000002805209052159e+00 4.004542872439914217e-05
2.600905591472711664e-03 1.540728844220003960e-04 6.510307840357271170e-02 9.999931327662838765e-01 4.259226465273804662e-05
2.600905591472711664e-03 1.540728844220003960e-04 6.510307840357271170e-02 9.999931327662838765e-01 4.259226465273804662e-05
2.335377413856254414e-03 1.490317322497738809e-04 6.527113205254386763e-02 9.999958056770319459e-01 3.811575174234665909e-05
5.196906072877684191e-03 1.486452358018566214e-04 6.996638964015945705e-02 9.999874393708341191e-01 3.725589210184647074e-05
4.690534530798623480e-03 1.612835846736047993e-04 7.091349808815534950e-02 9.999897431992319508e-01 3.878676086571680335e-05
3.994339233195830230e-03 1.758862635186233072e-04 6.807853076221885569e-02 9.999968588904707412e-01 4.007723723780532425e-05
4.334792752226632184e-03 1.527089545597152501e-04 6.933721322093240602e-02 9.999941897040909300e-01 4.897593752851116868e-05
4.346271956747950471e-03 1.387502365424546347e-04 7.141352357905368653e-02 9.999867465625335017e-01 3.952864715862369895e-05
4.941464128709591175e-03 1.384131018863561137e-04 6.997399463104289619e-02 9.999964082698956647e-01 4.656131121184552965e-05
2.010278181078142823e-03 1.653772267907823877e-04 6.622620475074258994e-02 9.999982690718937084e-01 4.314312690768945242e-05
6.208634571908337729e-03 1.611657425959647880e-04 6.676413835641872851e-02 9.999915737635620694e-01 3.825989294053067422e-05
3.141851406810294844e-03 1.385109508939096740e-04 6.948441565610780080e-02 9.999959418562325286e-01 3.418431965536664633e-05
4.606626552283887843e-03 1.672735330121829297e-04 6.660167440642032755e-02 1.000004025270612162e+00 4.586535198383937542e-05
3.737796522060708726e-03 1.711890243563513579e-04 6.958039020228071192e-02 9.999962829509018158e-01 3.549664782571168142e-05
5.078332463889854986e-03 1.321573877976776662e-04 7.027686613026058737e-02 9.999935846123128025e-01 3.959528112020048538e-05
4.179342765440206831e-03 1.684874038290723290e-04 7.080288617185524769e-02 1.000004301844284349e+00 4.882028604774015163e-05
6.003267074823383231e-03 1.608757178985635334e-04 6.611682033565159655e-02 9.999920507657288349e-01 3.745909315062802085e-05
2.990807198378082898e-03 1.550408976400100990e-04 6.646044567426741267e-02 9.999931798203318678e-01 3.935824278449104335e-05
4.929551224194368697e-03 1.610288826387167439e-04 6.642985115574602528e-02 1.000001685893612491e+00 3.425517872672827847e-05
2.945700978003645831e-03 1.746965549416332913e-04 6.974726972762303190e-02 1.000003896098930811e+00 4.750348749958741289e-05
6.555178037132951274e-03 1.408803868182563739e-04 6.682645371965920122e-02 9.999924430719355772e-01 4.045931008379814996e-05
6.555178037132951274e-03 1.408803868182563739e-04 6.682645371965920122e-02 9.999924430719355772e-01 4.045931008379814996e-05
4.209293478788310450e-03 1.479507360412853664e-04 6.830818179523080735e-02 9.999901459808921977e-01 3.419495424852673891e-05
3.995955170813789148e-03 1.575826772629653784e-04 6.748309421273990250e-02 1.000009751878518260e+00 3.418200590587700986e-05
3.995955170813789148e-03 1.575826772629653784e-04 6.748309421273990250e-02 1.000009751878518260e+00 3.418200590587700986e-05
4.574619458483440704e-03 1.446010427368425006e-04 7.047816870499844233e-02 9.999887382001169112e-01 4.611536463644225778e-05
4.924731657759542913e-03 1.625986038221520459e-04 6.757867238567798196e-02 1.000000301747903109e+00 4.688213886778433312e-05
4.530661460489172898e-03 1.713644101879433933e-04 6.689641972512801182e-02 1.000004883817541934e+00 3.623413210605227238e-05
4.195886591887090789e-03 1.672741858303125617e-04 7.121421797438962087e-02 1.000006936364098653e+00 3.146838306520061043e-05
6.392798011262780522e-03 1.510343272161160236e-04 6.597785902733410701e-02 9.999999611510161923e-01 3.550543925959570384e-05
3.099988096818592775e-03 1.726852587938977742e-04 6.935232092052839858e-02 9.999972009138797802e-01 3.565893292698375620e-05
4.351020624584388263e-03 1.323932019613902023e-04 7.061601705865203082e-02 9.999925730298533377e-01 4.217600723788644178e-05
4.780098216940066591e-03 1.446549751287763653e-04 6.913494380987411647e-02 9.999906203386981218e-01 4.724054608777367593e-05
4.780098216940066591e-03 1.446549751287763653e-04 6.913494380987411647e-02 9.999906203386981218e-01 4.724054608777367593e-05
4.443192510009595642e-03 1.421568301271060244e-04 7.143201959309442017e-02 9.999951247037194291e-01 3.291110128083440397e-05
5.787019095553361248e-03 1.460813473871697024e-04 6.803103161290158241e-02 9.999942699538806323e-01 3.627905742668671333e-05
3.231785368796806501e-03 1.565418751564732818e-04 6.909564733487620625e-02 1.000008769573441203e+00 3.357267630217101366e-05
4.353462373512952122e-03 1.508020731110962351e-04 6.781328125601401857e-02 1.000007187303967759e+00 4.564210094265107597e-05
4.222679469242533734e-03 1.541863682557791462e-04 7.213107744106715680e-02 9.999979236582027253e-01 4.943524385850886293e-05
4.074145427834345579e-03 1.372260243871830591e-04 6.953274440706591619e-02 9.999874452322146112e-01 3.931677324771490963e-05
4.095120514897410136e-03 1.579181411509020575e-04 6.952009879632845002e-02 1.000012122254029467e+00 3.979431317944443305e-05
4.778998153266961202e-03 1.467247061674040794e-04 7.094535748615850290e-02 1.000006161755512712e+00 3.576992858240279980e-05
3.112500292723821560e-03 1.620330829922984569e-04 6.543448372769403165e-02 9.999975045008905328e-01 3.752942215490243810e-05
4.295234495072124126e-03 1.393873167719165713e-04 7.217481969359629268e-02 9.999890310882685318e-01 4.534313169641312954e-05
4.585719834212638457e-03 1.800571931186810545e-04 6.800452190010063125e-02 1.000008164713576564e+00 4.512778166758920695e-05
5.723254029480519256e-03 1.468295284947042031e-04 6.509719573541633553e-02 9.999928136736468964e-01 4.515434544247730488e-05
5.723254029480519256e-03 1.468295284947042031e-04 6.509719573541633553e-02 9.999928136736468964e-01 4.515434544247730488e-05
2.592859578676075250e-03 1.515257346378605374e-04 6.462886432587955365e-02 9.999981500803785117e-01 3.774908324767183845e-05
5.872162724184532001e-03 1.480248898846977948e-04 6.861066904436524672e-02 9.999925446484513314e-01 4.532494792533463013e-05
5.536576581793711815e-03 1.509487298780893693e-04 6.939529497343167874e-02 1.000003478828803249e+00 4.052901457230122202e-05
4.467453989517318480e-03 1.552835219433772553e-04 6.826567565246735581e-02 9.999893013689625798e-01 3.636828656334724461e-05
4.709175108317711911e-03 1.686475437842395203e-04 7.004333871997195371e-02 1.000003542458373307e+00 3.137608597260612206e-05
4.050587217980912424e-03 1.686692571173858751e-04 6.962252142088573570e-02 1.000011642834198522e+00 3.425559366178621690e-05
5.335951597441372651e-03 1.498516653451958480e-04 6.940847883198059121e-02 9.999929683352495324e-01 3.252517943815925495e-05
5.232765554917362394e-03 1.749635710428557001e-04 6.617170149253809308e-02 1.000006668103572416e+00 4.008716294394443371e-05
3.668470672437557090e-03 1.783601185390386583e-04 7.040459408355469184e-02 1.000010580659085768e+00 4.481012255502699195e-05
5.834557830911253629e-03 1.744135053078355306e-04 6.819520755372726617e-02 9.999988091301582616e-01 4.006023937595714550e-05
2.806553566477451578e-03 1.594152114405772501e-04 6.641015898413721308e-02 1.000003180086643351e+00 3.897681178950995658e-05
5.435320349569373877e-03 1.614898921127279135e-04 6.645933583680485590e-02 9.999919635184700839e-01 3.834071213385883574e-05
4.618471111394226170e-03 1.520180696768961637e-04 6.917404430535843696e-02 9.999887628398538286e-01 4.541847569996067577e-05
5.244422053091640779e-03 1.723491118768894523e-04 6.823359980871651631e-02 1.000004894508746744e+00 3.681745750867328350e-05
3.466820220984753731e-03 1.470004344456613259e-04 7.005840827152137740e-02 9.999922001993141185e-01 3.306147187704754195e-05
3.610275715059660384e-03 1.590394074493956813e-04 6.763685317788915852e-02 9.999975118732946644e-01 4.389822286501141073e-05
4.236143187767361928e-03 1.468764822067169607e-04 7.173159349893587500e-02 9.999896996745499811e-01 4.662749578795124725e-05
5.312574524116146779e-03 1.458021726963128683e-04 6.711569520813291667e-02 9.999960578268066724e-01 3.665620604912323487e-05
4.100731483242914255e-03 1.547175174008079781e-04 7.209190221226764728e-02 9.999995131941534776e-01 3.068740973734791153e-05
5.859742362670894433e-03 1.463689845350419987e-04 6.722825372956005296e-02 9.999970979389294357e-01 3.663024163916557243e-05
3.036776494666409976e-03 1.677984378603482210e-04 6.866778416580128497e-02 1.000000761593663912e+00 4.046590832934029801e-05
2.891370567431404692e-03 1.551044222224681540e-04 6.534859404586890186e-02 9.999963997480370015e-01 4.370244263637651576e-05
4.533718323934565753e-03 1.785110133957093590e-04 6.883396862988176712e-02 1.000008501547074102e+00 3.477693502497478486e-05
3.320948856451316766e-03 1.410477204372789187e-04 6.970490003406396018e-02 1.000003952246596439e+00 4.065949082046127830e-05
3.791964631748766246e-03 1.751991067447213665e-04 7.151785635586731249e-02 1.000004884382208470e+00 3.325632866388511711e-05
4.240951556051031357e-03 1.605657421808408920e-04 7.029677415143956165e-02 9.999987216562430392e-01 4.916195651430395271e-05
4.299743613182520352e-03 1.435676206863733813e-04 6.765063612290501960e-02 9.999919084021641202e-01 4.730143112896866627e-05
5.670306384241367847e-03 1.724999059170706647e-04 6.761009772468436207e-02 9.999976375374338700e-01 4.222791311910843633e-05
6.407549852750174524e-03 1.667622010316624406e-04 6.788789462697750188e-02 1.000003909809990876e+00 4.535115001945035350e-05
4.934180975642028788e-03 1.514511938542337558e-04 6.790103262070387724e-02 9.999967786199647213e-01 3.502038144800867086e-05
6.083431719957232975e-03 1.626483878877377904e-04 6.779023658707757083e-02 9.999918693031371042e-01 4.084053886757290025e-05
4.950743236163852867e-03 1.705424607909147914e-04 6.994168486105664662e-02 9.999942557614703853e-01 4.283529535060262323e-05
3.613960196896873200e-03 1.594443258223749533e-04 6.589140056189921046e-02 1.000003090720223309e+00 4.047707781198925234e-05
3.456539337114830635e-03 1.692179122884271371e-04 7.007092364516949445e-02 1.000001484350475867e+00 4.826880348812465971e-05
6.322186853679231944e-03 1.487073265716167111e-04 6.614815694414107050e-02 9.999897290519644821e-01 4.258656997789960370e-05
2.900992332757736103e-03 1.664331097870288168e-04 6.704714689798479954e-02 1.000001800462874568e+00 4.158605228971940020e-05
3.698012381439949592e-03 1.570765418887335363e-04 6.833176841945662328e-02 1.000000403229217794e+00 3.064105350761358942e-05
3.698012381439949592e-03 1.570765418887335363e-04 6.833176841945662328e-02 1.000000403229217794e+00 3.064105350761358942e-05
5.767260337919813407e-03 1.459105731216313068e-04 6.735694532216292274e-02 9.999921309417231230e-01 3.745413129784438657e-05
4.307616812905298853e-03 1.722032678674995077e-04 6.732903798329741007e-02 1.000000544704407135e+00 4.726023124255124215e-05
5.857337263848613751e-03 1.513588119414982578e-04 6.858506058422381146e-02 9.999900891524735602e-01 4.329597585205534961e-05
4.650853622908998619e-03 1.566508311874216378e-04 7.030730354325401277e-02 1.000010152148010922e+00 4.425536140556675770e-05
2.975658181363506627e-03 1.597188886839038006e-04 6.707902482429159430e-02 9.999953804160581772e-01 3.934887543255366829e-05
4.630210335846013381e-03 1.765158487446485101e-04 7.036952105497364107e-02 1.000010182455476793e+00 4.531615124154518467e-05
4.419163673113464530e-03 1.583452187716246522e-04 6.711473235772921764e-02 1.000005602693649021e+00 4.248376288533668932e-05
4.708756960801731284e-03 1.669904168117918941e-04 7.028719562601574988e-02 9.999944729033750646e-01 4.588923398057280538e-05
5.500477531886822924e-03 1.676484801545003660e-04 6.957345916845690537e-02 9.999982790009105393e-01 3.573449886321391523e-05
4.739426475371073810e-03 1.610555323298908700e-04 6.764183469587195519e-02 1.000002836545929252e+00 3.503647274471555407e-05
4.502642104553970792e-03 1.678997435792471931e-04 6.877487479771382528e-02 1.000010525011657325e+00 3.351709008603951019e-05
6.071343542285556616e-03 1.728758550956613392e-04 6.559818030565803260e-02 1.000001543115004221e+00 3.697695457498359917e-05
3.954918126432394043e-03 1.506747153819610273e-04 7.062957065338822116e-02 9.999930810389012770e-01 4.812694935239960329e-05
3.033246203430893517e-03 1.519622980218268682e-04 6.692927656277353199e-02 9.999983430559058473e-01 4.238494584727575887e-05
5.725982965867432162e-03 1.450005793884909342e-04 6.489588774047225228e-02 9.999986932427968878e-01 4.170017685381098484e-05
5.725982965867432162e-03 1.450005793884909342e-04 6.489588774047225228e-02 9.999986932427968878e-01 4.170017685381098484e-05
5.583924097314743595e-03 1.482771872412425203e-04 6.886480260774210937e-02 9.999954385878189189e-01 4.530589244466683293e-05
4.115835804187513436e-03 1.382870811414031525e-04 7.023076151052495830e-02 9.999941745208315025e-01 3.474931275958054508e-05
4.115835804187513436e-03 1.382870811414031525e-04 7.023076151052495830e-02 9.999941745208315025e-01 3.474931275958054508e-05
3.613104485271106947e-03 1.398284610658809398e-04 7.085230587827083537e-02 9.999872734314710909e-01 3.925631947978743122e-05
3.613104485271106947e-03 1.398284610658809398e-04 7.085230587827083537e-02 9.999872734314710909e-01 3.925631947978743122e-05
2.212174481385824343e-03 1.590039354947066111e-04 6.805343032325233965e-02 9.999950256144956029e-01 3.997961484592185434e-05
4.624069226783468489e-03 1.432778682632457291e-04 6.793276250303029173e-02 1.000002491502805624e+00 4.545180041934889951e-05
3.871373419986189057e-03 1.797498277333066093e-04 6.985913190256212713e-02 1.000012179561725834e+00 3.837428091617981933e-05
5.399913789413471332e-03 1.437362860468168694e-04 6.771958768854551003e-02 9.999972024410451743e-01 4.157564245314380612e-05
4.115568598862841265e-03 1.395250716720423956e-04 7.221854395681533145e-02 9.999892604292320852e-01 3.649410215673380318e-05
3.704007738011140527e-03 1.737383240920273536e-04 7.067912014266629350e-02 1.000013263845614953e+00 3.715543793079290606e-05
2.212951754801198434e-03 1.573998267471917996e-04 6.849112942536518533e-02 1.000001974279220329e+00 3.925183052173340440e-05
5.859270650235177957e-03 1.436195239721169646e-04 6.513137522114242906e-02 9.999946914477400028e-01 4.307585822644730987e-05
5.859270650235177957e-03 1.436195239721169646e-04 6.513137522114242906e-02 9.999946914477400028e-01 4.307585822644730987e-05
3.069262345190573726e-03 1.557027960149495337e-04 6.556819305983282997e-02 9.999969939476421876e-01 3.766037515284395223e-05
4.236347530032762154e-03 1.418858379905110355e-04 7.034197280562848320e-02 9.999906578966855086e-01 4.627778347868800478e-05
3.697365364885192573e-03 1.827349470600560992e-04 6.982841476173634598e-02 1.000007051230053401e+00 4.190664023639877658e-05
4.493428453138902101e-03 1.587264143042810792e-04 6.871775700195903447e-02 1.000009529051816504e+00 4.558565557978559886e-05
4.690550857821357278e-03 1.337400814534338994e-04 6.903588354646901515e-02 9.999957946450657165e-01 4.107766736234940336e-05
4.690550857821357278e-03 1.337400814534338994e-04 6.903588354646901515e-02 9.999957946450657165e-01 4.107766736234940336e-05
6.013102793704254434e-03 1.491415697812796808e-04 6.521767452198641568e-02 1.000001543437298412e+00 3.904382324113176399e-05
4.707195780561446163e-03 1.515137841869724762e-04 6.694118879169227987e-02 9.999903988215703698e-01 4.332208572933412996e-05
4.537131573228686543e-03 1.344527901683611006e-04 7.103864813347522678e-02 9.999895855328192473e-01 4.114729299247767564e-05
3.950783712138264403e-03 1.521963058405340281e-04 7.030105822980746433e-02 9.999894285152043372e-01 4.564198281914767243e-05
4.100337939602995141e-03 1.737084795858798907e-04 6.880657528947412005e-02 1.000006339090572682e+00 3.287426110359102286e-05
5.181983137115021842e-03 1.443476773275238127e-04 6.642892684008189219e-02 9.999934344412163556e-01 4.347967125524148339e-05
3.706521275342114508e-03 1.777403817091510925e-04 7.050905890992191505e-02 1.000009894027240831e+00 4.485575715703166925e-05
4.572579326353139184e-03 1.486439191997229899e-04 7.086151554857765544e-02 1.000004001403533405e+00 4.670941641618829777e-05
4.572579326353139184e-03 1.486439191997229899e-04 7.086151554857765544e-02 1.000004001403533405e+00 4.670941641618829777e-05
5.359975123239116290e-03 1.450532872838650135e-04 6.984243154609473536e-02 1.000003985156067143e+00 3.499991783110818229e-05
6.134735268009075537e-03 1.747231271807940002e-04 6.711471188429729562e-02 1.000002165059050485e+00 4.262349311894203708e-05
4.654324375297148875e-03 1.731540101061984193e-04 6.707252929840987199e-02 9.999989874099485254e-01 3.901167053297507448e-05
3.320810422878447965e-03 1.676821882493409455e-04 6.889935930581919665e-02 1.000006745057808732e+00 3.178323391522386440e-05
3.559367218634819363e-03 1.617045961334553526e-04 6.624065282902859286e-02 1.000001401808634283e+00 3.815497940399615787e-05
4.773340533270713226e-03 1.639984709851693740e-04 6.943896393014521717e-02 1.000003850249162385e+00 4.865342376760000705e-05
4.269445783438179098e-03 1.640173970643273255e-04 6.858948912208465143e-02 1.000007079209920491e+00 4.777514044662665505e-05
1.959644962222138742e-03 1.656813153803230279e-04 6.662738198291048852e-02 1.000001709677614592e+00 4.047370308904352541e-05
4.741701389286492874e-03 1.379785800516570150e-04 7.066112335084769047e-02 9.999994954922760693e-01 4.379647979515790765e-05
6.545321180508947845e-03 1.613836329594601506e-04 6.690505293115842078e-02 1.000001681455116920e+00 4.588605856009187573e-05
3.562889737916491439e-03 1.444716786158323034e-04 6.860511692729508171e-02 9.999983445637667945e-01 4.754026087869363623e-05
5.712600790590903477e-03 1.476118828736747417e-04 6.556371583482230314e-02 9.999936581939690150e-01 4.469377557378768808e-05
6.313452310719037952e-03 1.580543283908218070e-04 6.581288065929641329e-02 1.000004611769059304e+00 3.729755468403585711e-05
6.391305426930941891e-03 1.686421512113538384e-04 6.724097632849426742e-02 9.999962124631534000e-01 4.343798843555760297e-05
5.239996270337103634e-03 1.514338243468898472e-04 6.942668909641892816e-02 1.000006660268633052e+00 3.408366960191982234e-05
5.629852985881381167e-03 1.479662535246590292e-04 6.848851021976602726e-02 9.999941601529073187e-01 4.480695457005919144e-05
4.386973512876313208e-03 1.386826276525884838e-04 6.922252178408565271e-02 9.999944947300221099e-01 3.473621296461661161e-05
6.223781321725206650e-03 1.565030693260160402e-04 6.802681919120470710e-02 9.999985459911657770e-01 4.617063654546136068e-05
5.895387844784584497e-03 1.732014841161214015e-04 6.804671264472400560e-02 9.999997101310929004e-01 3.859707704186368242e-05
5.522975880762712175e-03 1.652485445410675118e-04 6.813187215287243303e-02 9.999976965405282803e-01 4.554228093283733530e-05
3.608077900098788371e-03 1.729546560538525581e-04 7.041276691790789022e-02 1.000007814964270159e+00 4.676474925381579812e-05
4.885613404386410230e-03 1.660575120842405707e-04 6.958471447726836956e-02 1.000011147711438841e+00 4.513933152970945646e-05
4.987066900147399395e-03 1.607014892094930567e-04 6.959441710475393339e-02 9.999965675368225337e-01 4.836358579805890954e-05
6.409699034064894607e-03 1.751298474777766726e-04 6.671767329850124273e-02 1.000003239387341925e+00 4.164009099027400520e-05
6.219888996842698470e-03 1.552346971676508102e-04 6.796748659097165413e-02 1.000003299749493646e+00 3.716561269166832927e-05
5.427685803994934666e-03 1.491620526470207686e-04 6.492362739064072574e-02 9.999986679219745600e-01 3.652932688024672917e-05
4.751042868501108296e-03 1.591090868867522392e-04 7.065483225099736253e-02 9.999923743130181286e-01 4.653655175203453312e-05
6.746884307969866490e-03 1.528499412060649765e-04 6.659595493769532304e-02 1.000001315258621570e+00 4.432467648205879021e-05
4.551054574331900304e-03 1.487709072069890565e-04 7.038903740036686618e-02 9.999915877387762775e-01 4.716204864115205325e-05
2.691606644263148940e-03 1.601170564100286243e-04 6.583785726381982673e-02 1.000002072621866134e+00 3.969146700499556394e-05
4.652610248395874781e-03 1.493471234376668585e-04 6.790481078279214655e-02 1.000001530042485598e+00 3.983846162379024622e-05
4.652610248395874781e-03 1.493471234376668585e-04 6.790481078279214655e-02 1.000001530042485598e+00 3.983846162379024622e-05
5.409149693247114477e-03 1.505634449274141542e-04 6.719639865282882318e-02 9.999932980872553445e-01 3.632667812683597949e-05
4.465657812246094649e-03 1.768662744133087236e-04 6.902794726747379928e-02 1.000001799455759510e+00 3.559090347990937929e-05
3.988016422515658355e-03 1.520857141924875306e-04 6.843242697730154978e-02 9.999914642903435791e-01 4.698350051764362147e-05
4.214528694487885974e-03 1.756636971570178264e-04 7.107348659308269923e-02 1.000012175865904185e+00 4.332208366363236044e-05
4.214528694487885974e-03 1.756636971570178264e-04 7.107348659308269923e-02 1.000012175865904185e+00 4.332208366363236044e-05
6.006129793568834585e-03 1.586793928837311398e-04 6.849000391319506886e-02 9.999930499732242462e-01 3.686800650177325450e-05
5.398842858037294912e-03 1.549910163831923226e-04 6.498865668718445399e-02 1.000004166477117984e+00 3.896178717364690551e-05
4.714113176907147595e-03 1.490591446622816895e-04 7.061481945600657506e-02 9.999920034966988114e-01 3.348175398759069900e-05
2.747483822643344287e-03 1.605744100596684560e-04 6.678986040391451939e-02 9.999974605419675866e-01 3.885069048489518120e-05
4.469035505114682394e-03 1.659503266565135198e-04 6.661288002963074162e-02 9.999946931495068414e-01 4.298806081899232798e-05
4.008636211814596562e-03 1.359526950287164666e-04 7.152799432872508634e-02 9.999930595930587307e-01 3.673540971104379162e-05
6.184358142296765559e-03 1.718740203119092740e-04 6.764793859081677518e-02 1.000003025601249540e+00 3.711974838927070220e-05
6.184358142296765559e-03 1.718740203119092740e-04 6.764793859081677518e-02 1.000003025601249540e+00 3.711974838927070220e-05
5.906744907166965042e-03 1.499819619792161604e-04 6.645458634589818114e-02 9.999920825092040166e-01 4.410285271685463848e-05
5.906744907166965042e-03 1.499819619792161604e-04 6.645458634589818114e-02 9.999920825092040166e-01 4.410285271685463848e-05
3.678604546987727930e-03 1.416224111261273034e-04 7.146028019385869401e-02 9.999885023945757068e-01 4.408830658025948593e-05
5.657956681419648581e-03 1.472277446574031957e-04 6.539469253613625077e-02 9.999998550127627839e-01 4.016825705586033412e-05
5.954046932006386295e-03 1.634088873734053382e-04 6.777699270197141967e-02 1.000005194820283272e+00 3.698075447270515840e-05
4.854324117063733846e-03 1.441720015401455081e-04 6.902287047009930676e-02 9.999904618987720539e-01 3.491774814245362574e-05
6.200658547716716984e-03 1.565056627532831687e-04 6.845126099880657899e-02 1.000004647903106836e+00 3.917710549941870473e-05
6.200658547716716984e-03 1.565056627532831687e-04 6.845126099880657899e-02 1.000004647903106836e+00 3.917710549941870473e-05
4.377113308226501798e-03 1.800696834442761754e-04 7.128584777422425356e-02 1.000011535459796264e+00 4.078395955503021309e-05
3.400305203688301636e-03 1.522276023411910084e-04 6.961995190813857759e-02 9.999992538329447456e-01 4.854464749767018774e-05
3.987214662511520680e-03 1.721657735815622272e-04 6.799105656057841118e-02 1.000009885383546626e+00 4.570822325480109708e-05
3.987214662511520680e-03 1.721657735815622272e-04 6.799105656057841118e-02 1.000009885383546626e+00 4.570822325480109708e-05
3.245351734253040799e-03 1.781698249890167928e-04 6.895036908615939653e-02 1.000009906689054207e+00 3.584394809425243462e-05
5.804495347594341992e-03 1.488715698111749337e-04 6.779525069340587573e-02 1.000000722216425109e+00 3.910068946588594912e-05
3.138695950528035128e-03 1.779163013289506920e-04 7.023151200247745862e-02 1.000009607992111249e+00 4.434746972631792858e-05
3.662834535431098992e-03 1.407362926282742892e-04 7.121576442616389668e-02 9.999975627486092922e-01 3.421855310147925937e-05
3.501345090162366613e-03 1.430129351125506852e-04 6.939751170886138132e-02 1.000000840481910291e+00 3.426435732933264319e-05
3.501345090162366613e-03 1.430129351125506852e-04 6.939751170886138132e-02 1.000000840481910291e+00 3.426435732933264319e-05
6.636574379264563450e-03 1.571694441770616669e-04 6.697942338154593001e-02 1.000004948887800227e+00 4.066141640127170161e-05
4.725084529240891618e-03 1.699066242971855037e-04 6.722339529643409084e-02 1.000006491808006936e+00 3.929115068860366498e-05
4.512739881449651103e-03 1.668621172064573650e-04 6.647034635890031185e-02 9.999992763979427268e-01 4.510168412278434943e-05
3.942472992190165781e-03 1.557690554767634204e-04 6.716327007500841328e-02 1.000000086496684482e+00 4.004011516955279150e-05
5.994082688330751307e-03 1.741565490988011681e-04 6.678080718491614942e-02 1.000004526755702727e+00 4.070756845404902523e-05
4.736498739362465793e-03 1.631469598185283129e-04 6.806578715351567499e-02 9.999952707067225610e-01 3.655603626995994294e-05
